SEQENCE ID                     TM SP PREDICTION
A0A0H3JBV3                      0  Y n33-41c48/49o
A0A0H3JBZ0                      0  0 o
A0A0H3JBZ2                      0  0 o
A0A0H3JC02                      0  0 o
A0A0H3JC22                      0  0 o
A0A0H3JC28                      0  0 o
A0A0H3JC36                      1  0 i25-44o
A0A0H3JC38                      0  0 o
A0A0H3JC46                      2  0 i17-33o39-57i
A0A0H3JC49                      0  Y n5-18c23/24o
A0A0H3JC56                      0  0 o
A0A0H3JC58                      0  0 o
A0A0H3JC65                      0  0 o
A0A0H3JC69                      0  0 o
A0A0H3JC80                      0  0 o
A0A0H3JC82                      0  0 o
A0A0H3JC92                     12  0 i15-32o52-71i78-98o104-124i145-164o170-187i217-234o254-275i282-301o307-328i340-358o370-389i
A0A0H3JCA2                      0  0 o
A0A0H3JCB2                      0  0 o
A0A0H3JCC1                      0  Y n8-19c27/28o
A0A0H3JCC2                      0  Y n21-31c38/39o
A0A0H3JCC3                      0  0 o
A0A0H3JCC8                     12  0 i20-37o43-60i67-84o90-108i115-136o142-164i392-413o419-436i443-462o468-485i490-506o512-534i
A0A0H3JCD5                      0  Y n8-19c27/28o
A0A0H3JCD7                      0  0 o
A0A0H3JCE2                      0  0 i
A0A0H3JCF8                      0  0 o
A0A0H3JCG6                      0  Y n2-9c14/15o
A0A0H3JCG7                      0  0 o
A0A0H3JCH2                      0  0 o
A0A0H3JCH9                      0  Y n7-15c21/22o
A0A0H3JCI6                      0  0 o
A0A0H3JCI9                      0  0 o
A0A0H3JCJ2                      0  0 o
A0A0H3JCJ7                      0  0 o
A0A0H3JCK2                      0  0 o
A0A0H3JCK6                      0  0 o
A0A0H3JCK7                      0  0 o
A0A0H3JCL6                      0  0 o
A0A0H3JCM3                      0  0 o
A0A0H3JCN2                      1  0 i66-90o
A0A0H3JCN6                      0  0 i
A0A0H3JCP3                      0  0 o
A0A0H3JCP5                      0  Y n5-17c22/23o
A0A0H3JCP7                      0  Y n8-18c23/24o
A0A0H3JCQ0                      1  0 i47-68o
A0A0H3JCQ9                      0  Y n8-16c21/22o
A0A0H3JCR5                      0  Y n5-16c22/23o
A0A0H3JCR6                      0  0 o
A0A0H3JCS0                      0  0 o
A0A0H3JCS2                      0  0 o
A0A0H3JCS4                      0  0 o
A0A0H3JCS9                      0  0 i
A0A0H3JCU2                      0  0 o
A0A0H3JCU6                      0  0 o
A0A0H3JCU7                      0  Y n4-15c20/21o
A0A0H3JCV2                      0  0 o
A0A0H3JCV6                      0  0 o
A0A0H3JCX0                      0  0 o
A0A0H3JCX3                      0  0 o
A0A0H3JCX5                      0  0 o
A0A0H3JCX7                      0  0 o
A0A0H3JCZ6                      0  0 o
A0A0H3JD03                      0  Y n4-15c19/20o
A0A0H3JD05                      8  Y n3-14c19/20o35-53i65-86o106-127i139-157o169-188i200-217o223-239i246-269o
A0A0H3JD07                      0  0 o
A0A0H3JD10                      0  0 o
A0A0H3JD13                      0  Y n6-17c22/23o
A0A0H3JD17                      0  0 i
A0A0H3JD20                      0  0 i
A0A0H3JD32                      0  Y n3-13c22/23o
A0A0H3JD33                      0  0 o
A0A0H3JD38                      0  0 o
A0A0H3JD39                      0  0 o
A0A0H3JD41                      1  0 i20-41o
A0A0H3JD47                      0  0 o
A0A0H3JD49                      0  0 o
A0A0H3JD50                      0  0 i
A0A0H3JD51                      1  0 o20-42i
A0A0H3JD52                      0  0 i
A0A0H3JD53                      0  0 i
A0A0H3JD54                      0  0 o
A0A0H3JD55                      0  0 o
A0A0H3JD56                      0  0 o
A0A0H3JD59                      0  0 o
A0A0H3JD65                      0  0 o
A0A0H3JD67                      2  0 i69-92o98-123i
A0A0H3JD70                      0  0 o
A0A0H3JD71                      0  0 o
A0A0H3JD74                      0  0 o
A0A0H3JD82                      2  0 i69-93o105-123i
A0A0H3JD97                      0  0 o
A0A0H3JDA2                      0  0 o
A0A0H3JDA5                      0  0 o
A0A0H3JDA8                      0  Y n8-17c22/23o
A0A0H3JDB0                      1  0 i51-68o
A0A0H3JDB4                      0  0 o
A0A0H3JDB8                      0  0 o
A0A0H3JDC3                      0  0 o
A0A0H3JDC4                      0  0 o
A0A0H3JDC6                      0  0 o
A0A0H3JDD6                      0  Y n4-14c19/20o
A0A0H3JDD9                      0  0 o
A0A0H3JDE0                      2  Y n3-14c19/20o35-54i420-441o
A0A0H3JDE7                      0  0 o
A0A0H3JDE8                      0  0 i
A0A0H3JDF0                      0  0 o
A0A0H3JDG1                      1  0 i7-25o
A0A0H3JDG3                      0  0 o
A0A0H3JDG9                      0  0 o
A0A0H3JDH3                      0  0 o
A0A0H3JDH5                      0  0 o
A0A0H3JDH9                      0  0 o
A0A0H3JDI4                      0  0 o
A0A0H3JDJ0                      0  0 o
A0A0H3JDJ9                      0  0 o
A0A0H3JDK6                      0  Y n6-14c19/20o
A0A0H3JDK8                      0  0 o
A0A0H3JDL6                      0  Y n34-45c52/53o
A0A0H3JDM0                      0  0 o
A0A0H3JDM2                      0  0 o
A0A0H3JDM5                      0  0 o
A0A0H3JDM8                      9  0 o12-30i42-62o82-100i107-126o132-152i215-232o252-272i279-299o311-335i
A0A0H3JDN0                      0  0 o
A0A0H3JDN7                      0  0 i
A0A0H3JDP4                      3  0 i38-58o70-92i131-151o
A0A0H3JDQ8                      0  0 o
A0A0H3JDR1                      0  0 o
A0A0H3JDR4                      0  0 o
A0A0H3JDR5                      0  0 i
A0A0H3JDS3                      1  0 i25-44o
A0A0H3JDS6                      0  0 i
A0A0H3JDT4                      0  0 o
A0A0H3JDU0                      2  0 i7-25o37-58i
A0A0H3JDU2                      0  Y n8-16c21/22o
A0A0H3JDV0                      0  0 o
A0A0H3JDV2                      0  Y n4-14c21/22o
A0A0H3JDV7                      8  0 i12-30o50-70i90-113o133-156i163-183o195-212i224-256o310-331i
A0A0H3JDW1                      0  0 o
A0A0H3JDX3                      0  0 o
A0A0H3JDX6                      0  0 o
A0A0H3JDX7                      0  0 o
A0A0H3JDX9                      0  0 o
A0A0H3JDY3                      0  0 o
A0A0H3JDZ0                      0  0 o
A0A0H3JDZ3                      0  0 i
A0A0H3JDZ5                      1  0 o6-25i
A0A0H3JDZ6                      0  Y n13-21c29/30o
A0A0H3JE03                      1  Y n5-13c18/19o28-45i
A0A0H3JE10                      4  0 i21-42o62-81i143-164o184-201i
A0A0H3JE24                      0  0 o
A0A0H3JE25                      1  0 i80-99o
A0A0H3JE36                      0  0 o
A0A0H3JE38                      0  0 o
A0A0H3JE47                      0  0 o
A0A0H3JE53                      0  0 o
A0A0H3JE54                      1  0 o6-22i
A0A0H3JE59                      0  0 o
A0A0H3JE68                      0  0 o
A0A0H3JE69                      0  0 o
A0A0H3JE71                      0  0 o
A0A0H3JE72                      0  0 o
A0A0H3JE74                      0  0 i
A0A0H3JE78                      0  0 i
A0A0H3JE79                      0  Y n6-17c24/25o
A0A0H3JE81                      2  0 i7-25o37-58i
A0A0H3JE84                      0  0 o
A0A0H3JE94                      0  0 i
A0A0H3JEA1                      0  Y n4-14c18/19o
A0A0H3JEB5                      0  0 o
A0A0H3JEB6                      0  0 o
A0A0H3JEB9                      6  0 i21-39o59-80i87-104o110-127i139-161o200-225i
A0A0H3JEC0                      0  Y n4-15c24/25o
A0A0H3JED1                      7  Y n14-27c31/32o47-65i85-106o126-151i163-186o206-227i234-266o286-303i
A0A0H3JED9                      4  0 o34-54i63-84o104-127i139-158o
A0A0H3JEE6                      2  0 i7-25o37-58i
A0A0H3JEE9                      0  Y n8-16c21/22o
A0A0H3JEF0                      0  0 i
A0A0H3JEF1                      0  Y n4-12c16/17o
A0A0H3JEF6                      0  0 o
A0A0H3JEF8                     12  0 i37-59o71-91i103-122o128-149i156-175o187-208i240-261o267-285i306-323o329-352i364-386o392-411i
A0A0H3JEH4                      0  0 o
A0A0H3JEH5                      0  0 o
A0A0H3JEJ4                      1  0 i412-433o
A0A0H3JEJ7                      0  0 o
A0A0H3JEK1                      0  0 o
A0A0H3JEK2                      0  0 i
A0A0H3JEK3                      0  0 o
A0A0H3JEK5                      0  0 o
A0A0H3JEL5                      0  0 o
A0A0H3JEL8                      0  0 o
A0A0H3JEM3                      2  0 i42-64o70-91i
A0A0H3JEP1                      0  0 o
A0A0H3JEP4                      0  Y n6-17c24/25o
A0A0H3JEP5                      0  0 o
A0A0H3JEP9                      0  0 o
A0A0H3JER1                      0  0 o
A0A0H3JER2                      0  0 o
A0A0H3JER3                      0  0 o
A0A0H3JER7                      0  0 i
A0A0H3JES0                      0  0 o
A0A0H3JES3                      0  0 o
A0A0H3JES4                      0  0 o
A0A0H3JET2                      0  0 o
A0A0H3JET5                      0  0 o
A0A0H3JET8                      0  0 i
A0A0H3JET9                      0  0 o
A0A0H3JEU3                     10  0 i7-27o33-52i61-82o88-108i117-135o141-161i173-196o202-232i244-263o269-289i
A0A0H3JEU6                      0  Y n3-14c19/20o
A0A0H3JEU8                      0  0 o
A0A0H3JEV1                      0  0 o
A0A0H3JEV6                      0  0 o
A0A0H3JEW6                      0  0 i
A0A0H3JEX0                      0  0 o
A0A0H3JEX1                      0  0 o
A0A0H3JEX6                      0  0 o
A0A0H3JEX7                      5  Y n2-12c30/31o73-102i152-171o177-199i220-249o269-294i
A0A0H3JEX9                      0  Y n10-18c23/24o
A0A0H3JEY0                      0  Y n2-13c17/18o
A0A0H3JEY1                      1  0 o20-38i
A0A0H3JEY3                      0  0 o
A0A0H3JEY4                      0  0 o
A0A0H3JEZ2                      0  Y n3-14c22/23o
A0A0H3JEZ5                      0  0 o
A0A0H3JEZ6                      6  0 i32-54o97-121i128-150o156-174i218-240o260-282i
A0A0H3JF00                      0  0 o
A0A0H3JF01                      0  Y n9-17c22/23o
A0A0H3JF03                      0  Y n9-20c29/30o
A0A0H3JF04                      0  0 o
A0A0H3JF05                      2  0 o397-415i543-566o
A0A0H3JF06                      0  Y n14-24c31/32o
A0A0H3JF07                      0  0 o
A0A0H3JF09                      0  0 o
A0A0H3JF11                      0  Y n4-15c20/21o
A0A0H3JF12                      0  0 o
A0A0H3JF20                      0  0 o
A0A0H3JF21                      0  0 o
A0A0H3JF25                      0  0 o
A0A0H3JF28                      3  0 o6-24i36-54o66-93i
A0A0H3JF29                      0  0 i
A0A0H3JF31                      0  0 o
A0A0H3JF34                      0  0 o
A0A0H3JF35                      0  Y n4-14c18/19o
A0A0H3JF38                      0  0 o
A0A0H3JF41                      0  0 o
A0A0H3JF42                      0  0 o
A0A0H3JF46                      0  0 o
A0A0H3JF49                      0  Y n12-23c28/29o
A0A0H3JF51                      0  0 o
A0A0H3JF53                      0  0 o
A0A0H3JF55                      0  0 o
A0A0H3JF58                      0  0 o
A0A0H3JF59                      1  0 i122-139o
A0A0H3JF60                      0  0 o
A0A0H3JF61                      0  0 o
A0A0H3JF63                      0  0 i
A0A0H3JF69                      0  0 o
A0A0H3JF71                      0  0 o
A0A0H3JF72                      0  0 o
A0A0H3JF81                      0  0 o
A0A0H3JF92                      1  0 i7-26o
A0A0H3JF94                      0  0 i
A0A0H3JFB9                      0  Y n16-24c32/33o
A0A0H3JFC2                      0  0 o
A0A0H3JFD0                      0  Y n13-24c29/30o
A0A0H3JFE6                      0  0 o
A0A0H3JFE8                      0  0 o
A0A0H3JFF7                      2  0 i71-95o101-124i
A0A0H3JFG3                      0  0 o
A0A0H3JFH6                      0  0 o
A0A0H3JFH9                      0  0 i
A0A0H3JFI3                      0  0 o
A0A0H3JFI7                      0  0 o
A0A0H3JFJ0                      2  0 i21-40o55-73i
A0A0H3JFJ3                      0  0 o
A0A0H3JFJ5                      0  0 i
A0A0H3JFJ9                      0  0 o
A0A0H3JFK0                      0  0 o
A0A0H3JFK4                      0  0 o
A0A0H3JFL7                      0  0 o
A0A0H3JFM1                      0  0 o
A0A0H3JFM2                      1  0 i412-433o
A0A0H3JFM5                     10  0 i9-28o48-71i83-101o107-122i134-153o201-221i233-254o274-292i312-332o338-359i
A0A0H3JFM9                      0  0 o
A0A0H3JFN6                      0  0 o
A0A0H3JFN8                      0  0 i
A0A0H3JFP1                      6  0 i21-42o142-167i179-197o203-222i259-286o306-327i
A0A0H3JFP3                      0  0 o
A0A0H3JFP8                      1  0 o35-54i
A0A0H3JFQ4                      0  Y n4-16c20/21o
A0A0H3JFQ7                      0  0 i
A0A0H3JFQ9                      0  Y n10-21c26/27o
A0A0H3JFR1                      0  Y n4-15c19/20o
A0A0H3JFR4                      1  0 o20-39i
A0A0H3JFR8                      2  0 i81-99o144-162i
A0A0H3JFT3                     12  0 i12-37o49-70i82-98o104-126i138-160o166-185i212-239o251-270i279-299o305-323i335-355o367-387i
A0A0H3JFU1                      0  0 o
A0A0H3JFV0                      1  0 i114-140o
A0A0H3JFV4                      0  0 o
A0A0H3JFV7                      0  0 o
A0A0H3JFW0                      0  0 o
A0A0H3JFW3                      0  Y n11-19c27/28o
A0A0H3JFX0                      0  0 o
A0A0H3JFX4                      0  0 o
A0A0H3JFX7                      0  0 o
A0A0H3JFY0                      0  0 o
A0A0H3JFY9                      0  0 o
A0A0H3JG05                      0  0 o
A0A0H3JG15                      0  0 o
A0A0H3JG20                      1  0 o6-23i
A0A0H3JG22                      8  0 i23-47o53-75i87-105o133-151i180-199o229-248i269-292o298-319i
A0A0H3JG23                      0  0 o
A0A0H3JG29                     16  0 o6-27i34-54o80-100i112-129o135-154i166-185o205-224i245-267o273-296i303-326o332-363i383-405o425-452i473-496o532-551i652-671o
A0A0H3JG31                      0  0 o
A0A0H3JG45                      0  0 o
A0A0H3JG58                      1  0 i12-32o
A0A0H3JG68                      0  0 o
A0A0H3JG72                      0  0 o
A0A0H3JG81                      0  0 o
A0A0H3JG87                      0  0 o
A0A0H3JG88                      0  0 o
A0A0H3JG90                      0  0 o
A0A0H3JGA4                      0  0 o
A0A0H3JGA8                      0  0 o
A0A0H3JGB9                     16  0 o6-26i33-58o78-96i108-124o130-146i153-173o197-218i230-251o257-280i292-312o332-349i370-395o415-435i456-480o500-521i587-605o
A0A0H3JGC0                      0  0 o
A0A0H3JGC1                      0  0 o
A0A0H3JGC4                      0  0 o
A0A0H3JGC7                      0  0 i
A0A0H3JGC9                      0  0 i
A0A0H3JGD6                      0  0 o
A0A0H3JGD7                      0  0 o
A0A0H3JGF6                      1  Y n7-15c21/22o69-87i
A0A0H3JGF8                      0  0 o
A0A0H3JGG0                     12  0 i21-44o59-77i89-107o113-133i145-167o173-197i253-273o293-312i319-338o344-374i386-405o411-434i
A0A0H3JGG1                      0  0 o
A0A0H3JGG7                      0  0 o
A0A0H3JGH5                      0  Y n5-16c21/22o
A0A0H3JGI1                      0  Y n7-19c24/25o
A0A0H3JGK7                      0  0 o
A0A0H3JGL0                      1  Y n7-15c19/20o29-47i
A0A0H3JGL5                      0  0 o
A0A0H3JGL8                      0  0 o
A0A0H3JGM5                      0  0 o
A0A0H3JGM8                      0  0 o
A0A0H3JGM9                      0  0 o
A0A0H3JGN4                      0  Y n10-18c23/24o
A0A0H3JGN5                      0  0 o
A0A0H3JGP3                      0  0 o
A0A0H3JGP8                      0  Y n6-16c21/22o
A0A0H3JGQ4                      0  Y n5-16c22/23o
A0A0H3JGQ5                      0  0 o
A0A0H3JGQ7                      0  0 o
A0A0H3JGQ9                      0  0 o
A0A0H3JGR3                      4  0 i12-33o39-62i82-106o143-162i
A0A0H3JGR6                      0  0 o
A0A0H3JGR7                      0  Y n4-14c24/25o
A0A0H3JGR9                      0  0 o
A0A0H3JGT1                      0  0 o
A0A0H3JGT6                      0  0 o
A0A0H3JGV4                      0  0 o
A0A0H3JGV6                      0  0 o
A0A0H3JGW1                      0  0 o
A0A0H3JGW6                      1  0 o156-179i
A0A0H3JGX0                      0  0 o
A0A0H3JGX4                      0  0 o
A0A0H3JGX7                      6  0 i29-49o61-82i140-159o165-188i245-272o278-297i
A0A0H3JGY0                      0  0 o
A0A0H3JGY4                      0  0 o
A0A0H3JGY9                      9  Y n9-16c20/21o44-65i72-90o102-123i135-153o183-204i225-246o258-278i324-347o353-379i
A0A0H3JGZ4                      5  0 i33-53o65-91i103-122o128-149i170-190o
A0A0H3JGZ6                      0  0 o
A0A0H3JH03                      8  0 i12-33o45-64i105-129o135-155i175-201o227-248i269-299o311-330i
A0A0H3JH08                     12  0 i21-43o49-66i103-125o131-149i161-182o202-224i245-267o287-312i348-365o371-394i415-435o447-467i
A0A0H3JH20                      0  0 o
A0A0H3JH24                      0  0 o
A0A0H3JH32                      0  Y n2-13c19/20o
A0A0H3JH42                      1  0 o17-34i
A0A0H3JH45                      0  0 o
A0A0H3JH47                      0  0 o
A0A0H3JH50                      0  0 o
A0A0H3JH58                      0  0 o
A0A0H3JH60                      1  0 i114-140o
A0A0H3JH62                     12  0 i21-40o46-66i97-118o124-144i156-180o200-220i241-264o284-308i335-354o360-380i401-423o429-449i
A0A0H3JH69                      0  0 o
A0A0H3JH70                      0  0 o
A0A0H3JH75                      0  0 o
A0A0H3JH83                      0  0 o
A0A0H3JH89                      0  0 o
A0A0H3JH92                      0  0 o
A0A0H3JH95                      8  0 o6-27i62-85o97-119i131-149o169-188i224-242o248-273i285-306o
A0A0H3JH97                      0  0 o
A0A0H3JH99                      0  0 o
A0A0H3JHA1                      0  0 o
A0A0H3JHA2                      0  0 o
A0A0H3JHA6                      0  0 o
A0A0H3JHB1                      0  0 o
A0A0H3JHB3                      0  0 o
A0A0H3JHB5                      0  0 i
A0A0H3JHC2                      0  0 o
A0A0H3JHC3                      0  0 o
A0A0H3JHC4                      0  0 o
A0A0H3JHC5                      0  0 o
A0A0H3JHC9                      0  0 o
A0A0H3JHD0                      0  0 o
A0A0H3JHD1                      2  Y n4-12c17/18o171-189i196-222o
A0A0H3JHD2                      0  0 o
A0A0H3JHD6                     11  Y n14-32c43/44o258-277i284-305o311-332i353-373o379-398i429-448o630-652i659-680o686-705i717-736o742-764i
A0A0H3JHE2                      9  0 o6-24i57-84o120-146i153-178o190-215i227-250o270-294i342-364o370-392i
A0A0H3JHE3                      0  Y n6-17c22/23o
A0A0H3JHE4                      0  Y n8-16c21/22o
A0A0H3JHF3                      0  0 o
A0A0H3JHF8                      0  0 o
A0A0H3JHG3                      0  0 o
A0A0H3JHG5                      0  0 o
A0A0H3JHG8                      0  0 o
A0A0H3JHH3                      1  0 i156-174o
A0A0H3JHH6                      0  0 o
A0A0H3JHI5                      2  0 o6-22i138-163o
A0A0H3JHI6                      0  Y n3-13c18/19o
A0A0H3JHJ0                     11  0 i20-40o46-64i95-118o138-155i167-185o205-227i247-267o294-318i339-362o368-392i404-422o
A0A0H3JHJ1                      0  Y n11-22c26/27o
A0A0H3JHK6                      0  0 o
A0A0H3JHM0                      0  0 o
A0A0H3JHM1                      0  0 i
A0A0H3JHM7                      0  Y n7-18c23/24o
A0A0H3JHM8                      0  0 o
A0A0H3JHN3                      0  Y n2-9c14/15o
A0A0H3JHN8                      0  0 i
A0A0H3JHN9                      1  0 o33-51i
A0A0H3JHP5                      0  0 o
A0A0H3JHP7                      0  0 o
A0A0H3JHQ2                      0  0 o
A0A0H3JHQ4                      0  0 o
A0A0H3JHR1                      0  0 o
A0A0H3JHR6                      0  0 o
A0A0H3JHT8                      0  0 o
A0A0H3JHV9                      0  0 o
A0A0H3JHX1                      0  0 o
A0A0H3JHX2                      3  Y n6-16c20/21o176-194i201-218o224-249i
A0A0H3JHY0                      0  0 o
A0A0H3JHY7                      0  0 o
A0A0H3JHZ6                      0  0 o
A0A0H3JI03                      0  0 o
A0A0H3JI15                      0  0 o
A0A0H3JI35                      0  0 i
A0A0H3JI37                      0  0 o
A0A0H3JI45                      0  Y n2-13c18/19o
A0A0H3JI47                      0  0 o
A0A0H3JI50                      0  0 o
A0A0H3JI58                      0  0 o
A0A0H3JI64                      0  0 o
A0A0H3JI67                     12  0 i30-52o64-86i93-112o118-138i145-167o179-198i205-225o255-278i332-354o360-381i393-413o419-442i
A0A0H3JI73                      0  0 o
A0A0H3JI75                      0  0 o
A0A0H3JI76                      0  0 o
A0A0H3JI80                      0  0 o
A0A0H3JI82                      0  Y n4-14c18/19o
A0A0H3JI86                     12  0 i23-49o61-84i96-114o120-139i160-184o196-215i256-276o288-310i317-336o342-363i383-408o414-432i
A0A0H3JI87                      0  0 o
A0A0H3JI91                      0  0 o
A0A0H3JI96                      0  0 o
A0A0H3JI97                      0  Y n2-12c24/25o
A0A0H3JIA0                      0  0 o
A0A0H3JIA4                      0  Y n8-19c27/28o
A0A0H3JIA5                      0  0 o
A0A0H3JIA8                      0  0 o
A0A0H3JIA9                      0  0 i
A0A0H3JIB2                      0  0 o
A0A0H3JIB4                      0  0 o
A0A0H3JIB6                      0  0 o
A0A0H3JIB7                      0  0 o
A0A0H3JIC2                      1  0 o20-41i
A0A0H3JIC7                      0  0 i
A0A0H3JID2                      0  Y n9-19c23/24o
A0A0H3JID6                      0  0 o
A0A0H3JIE0                      0  0 o
A0A0H3JIE1                      0  0 o
A0A0H3JIE3                      0  0 o
A0A0H3JIE6                      0  0 o
A0A0H3JIE8                      7  0 o12-34i46-68o88-105i125-148o154-172i184-207o213-233i
A0A0H3JIF1                      0  0 o
A0A0H3JIF7                      0  0 o
A0A0H3JIG0                      1  0 i7-27o
A0A0H3JIG8                      8  Y n3-13c18/19o42-61i73-95o101-122i134-155o175-204i225-252o264-283i295-312o
A0A0H3JIG9                      0  0 o
A0A0H3JIH1                      0  0 o
A0A0H3JIH2                      0  0 o
A0A0H3JIH4                      0  0 o
A0A0H3JIH5                      0  0 o
A0A0H3JIH8                      0  0 o
A0A0H3JIH9                      4  0 o34-56i68-85o113-132i139-162o
A0A0H3JII3                      0  0 o
A0A0H3JIJ1                      9  0 o15-32i72-95o115-134i146-167o173-191i227-249o261-280i287-305o325-345i
A0A0H3JIK7                      0  0 o
A0A0H3JIL5                      0  0 o
A0A0H3JIN7                      0  0 o
A0A0H3JIP1                      0  0 o
A0A0H3JIP2                     11  0 o24-47i68-95o115-134i146-168o188-208i229-249o296-321i342-366o378-400i420-439o451-469i
A0A0H3JIP3                      1  0 o6-25i
A0A0H3JIQ2                      0  0 o
A0A0H3JIQ8                      0  0 o
A0A0H3JIR1                      0  0 o
A0A0H3JIR2                      0  0 o
A0A0H3JIS1                      0  Y n4-14c20/21o
A0A0H3JIS7                      0  0 o
A0A0H3JIT2                      0  0 o
A0A0H3JIT3                      1  0 i412-433o
A0A0H3JIT5                      0  0 o
A0A0H3JIU0                      0  0 o
A0A0H3JIV1                      0  0 o
A0A0H3JIV5                      0  Y n15-25c30/31o
A0A0H3JIV8                      0  0 o
A0A0H3JIW9                      0  0 o
A0A0H3JIX3                      0  0 o
A0A0H3JIY1                     12  0 i12-32o63-80i87-109o129-153i174-194o206-222i234-255o275-298i305-323o329-347i354-371o386-408i
A0A0H3JIZ1                      0  0 o
A0A0H3JIZ3                      0  0 o
A0A0H3JJ11                      0  0 o
A0A0H3JJ22                      0  0 o
A0A0H3JJ32                      0  0 o
A0A0H3JJ33                      0  Y n13-23c28/29o
A0A0H3JJ35                      0  0 o
A0A0H3JJ40                      0  0 o
A0A0H3JJ41                      2  0 i7-25o37-58i
A0A0H3JJ47                      0  0 o
A0A0H3JJ64                     13  0 i12-32o55-73i85-104o110-132i144-165o171-193i205-224o236-255i276-295o307-328i335-355o375-394i484-502o
A0A0H3JJ70                      0  0 o
A0A0H3JJ80                      0  Y n7-26c34/35o
A0A0H3JJ86                      0  0 o
A0A0H3JJ90                      0  0 i
A0A0H3JJ95                      0  0 o
A0A0H3JJA1                      0  0 o
A0A0H3JJA5                      0  0 o
A0A0H3JJA8                      0  0 o
A0A0H3JJA9                      0  0 o
A0A0H3JJB4                      0  0 o
A0A0H3JJC0                      0  0 o
A0A0H3JJC5                      0  0 o
A0A0H3JJC9                      0  0 i
A0A0H3JJD2                      8  0 o12-32i77-99o105-127i139-160o180-197i231-249o255-278i290-311o
A0A0H3JJD6                      0  0 o
A0A0H3JJE5                      1  0 i24-42o
A0A0H3JJF3                      0  Y n4-16c22/23o
A0A0H3JJF9                      0  0 o
A0A0H3JJG1                      0  0 o
A0A0H3JJH4                      0  0 o
A0A0H3JJI1                      0  0 o
A0A0H3JJK3                      0  0 o
A0A0H3JJK6                      0  0 i
A0A0H3JJL1                      0  0 o
A0A0H3JJL2                      0  0 o
A0A0H3JJL6                      0  0 o
A0A0H3JJM1                      0  0 o
A0A0H3JJM5                      0  0 o
A0A0H3JJM9                      0  0 o
A0A0H3JJN9                      3  Y n5-15c20/21o36-57i69-85o91-109i
A0A0H3JJP8                      0  0 o
A0A0H3JJQ3                      0  0 o
A0A0H3JJR6                      0  0 o
A0A0H3JJS0                      1  0 i25-44o
A0A0H3JJS7                      0  0 o
A0A0H3JJS9                      0  Y n5-16c23/24o
A0A0H3JJT3                      0  0 o
A0A0H3JJU4                      0  0 o
A0A0H3JJW1                      0  0 o
A0A0H3JJW4                      0  Y n3-14c18/19o
A0A0H3JJX2                      0  0 o
A0A0H3JJZ5                      0  0 o
A0A0H3JJZ8                      0  0 o
A0A0H3JK01                      0  0 o
A0A0H3JK05                      0  0 o
A0A0H3JK08                      0  0 o
A0A0H3JK13                      0  0 o
A0A0H3JK14                      0  0 o
A0A0H3JK20                      0  0 o
A0A0H3JK24                      0  0 o
A0A0H3JK28                      0  0 o
A0A0H3JK32                      0  0 o
A0A0H3JK33                      0  0 o
A0A0H3JK35                      0  Y n11-23c28/29o
A0A0H3JK39                      0  0 o
A0A0H3JK53                      0  Y n7-18c26/27o
A0A0H3JK56                      0  0 o
A0A0H3JK63                      2  0 i12-34o243-264i
A0A0H3JK93                      4  0 o15-33i45-63o83-101i150-172o
A0A0H3JKB2                      0  Y n4-15c19/20o
A0A0H3JKD6                      0  Y n4-12c17/18o
A0A0H3JKE0                      0  0 o
A0A0H3JKH3                      1  0 i21-39o
A0A0H3JKI2                      2  0 o26-44i56-74o
A0A0H3JKI3                      0  0 o
A0A0H3JKI8                      1  0 i21-42o
A0A0H3JKJ3                      0  0 o
A0A0H3JKJ8                      0  0 o
A0A0H3JKK4                      0  Y n4-15c23/24o
A0A0H3JKP8                      0  0 o
A0A0H3JKR7                      9  Y n3-16c34/35o58-76i97-130o136-154i175-194o224-246i258-278o298-316i337-370o416-437i
A0A0H3JKW1                      0  Y n3-14c20/21o
A0A0H3JKZ0                     11  0 o12-35i42-60o101-120i141-163o183-204i224-247o253-278i298-331o337-356i363-385o421-443i
A0A0H3JKZ9                      0  0 o
A0A0H3JL31                      0  0 i
A0A0H3JL45                      1  0 i114-140o
A0A0H3JLC5                      0  0 o
A0A0H3JLD1                      0  0 o
A0A0H3JLH3                      0  Y n7-18c22/23o
A0A0H3JLK3                      0  0 o
A0A0H3JLK7                      0  Y n10-21c28/29o
A0A0H3JLL2                     15  0 o6-22i34-56o76-98i119-141o161-180i192-212o242-261i282-307o327-349i381-400o412-429i434-454o460-481i506-526o532-550i
A0A0H3JLQ3                      0  0 o
A0A0H3JLS2                      0  0 o
A0A0H3JLT2                      0  0 o
A0A0H3JLT9                      0  0 o
A0A0H3JLX3                     12  0 i17-38o50-74i86-106o118-139i160-179o185-206i238-258o270-291i303-322o328-350i381-402o414-436i
A0A0H3JLY3                      0  0 o
A0A0H3JLZ9                      0  Y n4-15c23/24o
A0A0H3JM06                      0  0 o
A0A0H3JM10                      2  Y n4-15c20/21o36-58i65-86o
A0A0H3JM16                      0  0 o
A0A0H3JM20                      0  0 o
A0A0H3JM24                     10  0 i12-29o35-59i71-91o97-118i125-141o153-171i183-205o217-239i246-266o272-289i
A0A0H3JM57                      0  0 o
A0A0H3JM58                      0  0 o
A0A0H3JM62                      0  0 o
A0A0H3JM69                      1  0 o6-27i
A0A0H3JM87                      0  0 o
A0A0H3JM93                      0  0 o
