# SignalP-5.0	Organism: euk	Timestamp: 20260407125043
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
Q8X6L1	SP(Sec/SPI)	0.947395	0.052605	CS pos: 24-25. SHS-QP. Pr: 0.7170
Q8X6L2	OTHER	0.001135	0.998865	
Q8X6L5	SP(Sec/SPI)	0.997429	0.002571	CS pos: 17-18. VSA-LT. Pr: 0.9019
Q8X6L6	OTHER	0.000724	0.999276	
Q8X6L7	OTHER	0.012155	0.987845	
Q8X6L8	OTHER	0.004445	0.995555	
Q8X6L9	OTHER	0.191513	0.808487	
Q8X6M1	OTHER	0.001191	0.998809	
Q8X6M2	OTHER	0.051975	0.948025	
Q8X6M4	SP(Sec/SPI)	0.772762	0.227238	CS pos: 28-29. GMS-QQ. Pr: 0.4498
Q8X6M5	OTHER	0.004044	0.995956	
Q8X6M6	OTHER	0.144576	0.855424	
Q8X6N2	OTHER	0.000618	0.999382	
Q8X6N4	OTHER	0.084333	0.915667	
Q8X6N5	OTHER	0.001325	0.998675	
Q8X6N6	OTHER	0.000964	0.999036	
Q8X6N9	SP(Sec/SPI)	0.998022	0.001978	CS pos: 19-20. ATA-AE. Pr: 0.6783
Q8X6P6	SP(Sec/SPI)	0.975600	0.024400	CS pos: 20-21. AAC-DD. Pr: 0.7485
Q8X6Q2	OTHER	0.058674	0.941326	
Q8X6Q6	OTHER	0.497389	0.502611	
Q8X6Q7	OTHER	0.085977	0.914023	
Q8X6Q8	OTHER	0.005988	0.994012	
Q8X6Q9	OTHER	0.000454	0.999546	
Q8X6R7	OTHER	0.037720	0.962280	
Q8X6S1	OTHER	0.000602	0.999398	
Q8X6S3	OTHER	0.092719	0.907281	
Q8X6S4	OTHER	0.000511	0.999489	
Q8X6S7	SP(Sec/SPI)	0.990156	0.009844	CS pos: 23-24. ALA-DD. Pr: 0.9609
Q8X6T1	OTHER	0.101178	0.898822	
Q8X6T2	OTHER	0.001124	0.998876	
Q8X6T3	OTHER	0.000579	0.999421	
Q8X6T4	OTHER	0.002178	0.997822	
Q8X6T7	OTHER	0.140938	0.859062	
Q8X6T8	OTHER	0.073814	0.926186	
Q8X6U0	SP(Sec/SPI)	0.998447	0.001553	CS pos: 20-21. AMA-QS. Pr: 0.8949
Q8X6U6	SP(Sec/SPI)	0.991739	0.008261	CS pos: 20-21. LWA-AP. Pr: 0.6975
Q8X6U7	OTHER	0.000986	0.999014	
Q8X6U8	SP(Sec/SPI)	0.996281	0.003719	CS pos: 17-18. GFA-QP. Pr: 0.8607
Q8X6V1	OTHER	0.001062	0.998938	
Q8X6V4	OTHER	0.001684	0.998316	
Q8X6V5	OTHER	0.001130	0.998870	
Q8X6W8	OTHER	0.001110	0.998890	
Q8X6X0	OTHER	0.003100	0.996900	
Q8X6X1	OTHER	0.003408	0.996592	
Q8X6X4	OTHER	0.002778	0.997222	
Q8X6Y2	OTHER	0.031027	0.968973	
Q8X6Y3	SP(Sec/SPI)	0.966443	0.033557	CS pos: 18-19. AGC-VD. Pr: 0.5789
Q8X6Y4	OTHER	0.010028	0.989972	
Q8X6Z4	OTHER	0.000521	0.999479	
Q8X6Z9	OTHER	0.001785	0.998215	
Q8X700	OTHER	0.000556	0.999444	
Q8X702	OTHER	0.000227	0.999773	
Q8X703	OTHER	0.000418	0.999582	
Q8X705	OTHER	0.002886	0.997114	
Q8X706	OTHER	0.068065	0.931935	
Q8X717	OTHER	0.001008	0.998992	
Q8X718	OTHER	0.001130	0.998870	
Q8X719	OTHER	0.014199	0.985801	
Q8X720	OTHER	0.001220	0.998780	
Q8X721	OTHER	0.000639	0.999361	
Q8X726	OTHER	0.000998	0.999002	
Q8X728	OTHER	0.000824	0.999176	
Q8X734	OTHER	0.001800	0.998200	
Q8X741	OTHER	0.001407	0.998593	
Q8X744	OTHER	0.001749	0.998251	
Q8X746	OTHER	0.003483	0.996517	
Q8X748	OTHER	0.001085	0.998915	
Q8X749	OTHER	0.000710	0.999290	
Q8X752	OTHER	0.000455	0.999545	
Q8X754	OTHER	0.000367	0.999633	
Q8X755	OTHER	0.000324	0.999676	
Q8X757	OTHER	0.001781	0.998219	
Q8X759	OTHER	0.000652	0.999348	
Q8X770	OTHER	0.000788	0.999212	
Q8X771	OTHER	0.019013	0.980987	
Q8X773	SP(Sec/SPI)	0.985723	0.014277	CS pos: 22-23. VNA-AT. Pr: 0.8252
Q8X776	OTHER	0.000613	0.999387	
Q8X778	SP(Sec/SPI)	0.997148	0.002852	CS pos: 18-19. AFA-WQ. Pr: 0.9661
Q8X780	OTHER	0.002945	0.997055	
Q8X782	OTHER	0.005818	0.994182	
Q8X785	OTHER	0.002523	0.997477	
Q8X786	OTHER	0.003629	0.996371	
Q8X787	OTHER	0.000338	0.999662	
Q8X790	OTHER	0.000870	0.999130	
Q8X793	OTHER	0.104844	0.895156	
Q8X795	OTHER	0.014804	0.985196	
Q8X796	OTHER	0.008993	0.991007	
Q8X797	OTHER	0.001120	0.998880	
Q8X798	SP(Sec/SPI)	0.998850	0.001150	CS pos: 21-22. VLA-AP. Pr: 0.9474
Q8X7A0	SP(Sec/SPI)	0.941740	0.058260	CS pos: 28-29. VHA-ET. Pr: 0.7221
Q8X7A3	OTHER	0.000545	0.999455	
Q8X7B1	OTHER	0.003229	0.996771	
Q8X7B4	OTHER	0.001813	0.998187	
Q8X7C0	OTHER	0.000665	0.999335	
Q8X7C1	SP(Sec/SPI)	0.996849	0.003151	CS pos: 23-24. SYA-KN. Pr: 0.9608
Q8X7C3	OTHER	0.001149	0.998851	
Q8X7C4	OTHER	0.040187	0.959813	
Q8X7C6	OTHER	0.001456	0.998544	
Q8X7D0	OTHER	0.000940	0.999060	
Q8X7D3	OTHER	0.001081	0.998919	
Q8X7D4	OTHER	0.001179	0.998821	
Q8X7D5	OTHER	0.001678	0.998322	
Q8X7D7	OTHER	0.001120	0.998880	
Q8X7D9	OTHER	0.000657	0.999343	
Q8X7E0	OTHER	0.000584	0.999416	
Q8X7E1	SP(Sec/SPI)	0.988090	0.011910	CS pos: 22-23. TQS-NN. Pr: 0.4163
Q8X7E9	SP(Sec/SPI)	0.988074	0.011926	CS pos: 22-23. AFS-SD. Pr: 0.5854
Q8X7F0	SP(Sec/SPI)	0.997211	0.002789	CS pos: 22-23. IFA-AE. Pr: 0.9271
Q8X7F1	SP(Sec/SPI)	0.998915	0.001085	CS pos: 22-23. AHA-AE. Pr: 0.8359
Q8X7F2	OTHER	0.000681	0.999319	
Q8X7F3	SP(Sec/SPI)	0.997552	0.002448	CS pos: 21-22. AIA-AP. Pr: 0.7676
Q8X7F4	SP(Sec/SPI)	0.982323	0.017677	CS pos: 20-21. TWA-GC. Pr: 0.4107
Q8X7F5	SP(Sec/SPI)	0.996240	0.003760	CS pos: 21-22. AWA-AP. Pr: 0.6724
Q8X7F6	SP(Sec/SPI)	0.998376	0.001624	CS pos: 19-20. AFA-LS. Pr: 0.7793
Q8X7F7	OTHER	0.000301	0.999699	
Q8X7F8	SP(Sec/SPI)	0.998336	0.001664	CS pos: 18-19. TYA-SS. Pr: 0.6684
Q8X7F9	OTHER	0.013963	0.986037	
Q8X7G0	OTHER	0.000702	0.999298	
Q8X7G1	OTHER	0.000309	0.999691	
Q8X7G4	OTHER	0.000841	0.999159	
Q8X7G6	OTHER	0.002939	0.997061	
Q8X7G7	OTHER	0.001878	0.998122	
Q8X7G8	OTHER	0.002386	0.997614	
Q8X7G9	OTHER	0.000534	0.999466	
Q8X7H1	OTHER	0.016206	0.983794	
Q8X7H2	OTHER	0.060359	0.939641	
Q8X7H8	SP(Sec/SPI)	0.991971	0.008029	CS pos: 19-20. GCA-VH. Pr: 0.3084
Q8X7H9	OTHER	0.002152	0.997848	
Q8X7I0	OTHER	0.000575	0.999425	
Q8X7I4	OTHER	0.000382	0.999618	
Q8X7I6	OTHER	0.024788	0.975212	
Q8X7I7	OTHER	0.086274	0.913726	
Q8X7I8	OTHER	0.002503	0.997497	
Q8X7I9	OTHER	0.000443	0.999557	
Q8X7J0	OTHER	0.001412	0.998588	
Q8X7J1	OTHER	0.001140	0.998860	
Q8X7J6	OTHER	0.000699	0.999301	
Q8X7J7	OTHER	0.037316	0.962684	
Q8X7J9	OTHER	0.001146	0.998854	
Q8X7K4	OTHER	0.003823	0.996177	
Q8X7K5	OTHER	0.000393	0.999607	
Q8X7K6	OTHER	0.001109	0.998891	
Q8X7K9	OTHER	0.000961	0.999039	
Q8X7L0	OTHER	0.000652	0.999348	
Q8X7L5	SP(Sec/SPI)	0.500321	0.499679	CS pos: 21-22. LSA-LV. Pr: 0.2441
Q8X7L6	OTHER	0.001063	0.998937	
Q8X7L7	OTHER	0.001833	0.998167	
Q8X7M0	OTHER	0.007709	0.992291	
Q8X7M4	OTHER	0.001658	0.998342	
Q8X7M5	OTHER	0.000911	0.999089	
Q8X7M6	OTHER	0.035691	0.964309	
Q8X7M7	OTHER	0.001006	0.998994	
Q8X7M8	OTHER	0.002988	0.997012	
Q8X7M9	OTHER	0.065612	0.934388	
Q8X7N0	OTHER	0.001923	0.998077	
Q8X7N2	OTHER	0.005066	0.994934	
Q8X7N9	OTHER	0.001525	0.998475	
Q8X7P0	OTHER	0.001801	0.998199	
Q8X7P2	OTHER	0.000341	0.999659	
Q8X7P3	OTHER	0.009207	0.990793	
Q8X7P4	OTHER	0.003143	0.996857	
Q8X7P5	OTHER	0.074719	0.925281	
Q8X7P8	OTHER	0.002127	0.997873	
Q8X7P9	OTHER	0.001531	0.998469	
Q8X7Q0	OTHER	0.000609	0.999391	
Q8X7Q2	OTHER	0.192983	0.807017	
Q8X7Q3	OTHER	0.000411	0.999589	
Q8X7Q5	SP(Sec/SPI)	0.520182	0.479818	CS pos: 33-34. SFA-SA. Pr: 0.2336
Q8X7Q9	SP(Sec/SPI)	0.998691	0.001309	CS pos: 17-18. VFA-ER. Pr: 0.9784
Q8X7R0	OTHER	0.004218	0.995782	
Q8X7R5	OTHER	0.018911	0.981089	
Q8X7R6	OTHER	0.001293	0.998707	
Q8X7R7	OTHER	0.000323	0.999677	
Q8X7R8	OTHER	0.000963	0.999037	
Q8X7R9	OTHER	0.005715	0.994285	
Q8X7S7	OTHER	0.000990	0.999010	
Q8X7S8	OTHER	0.000405	0.999595	
Q8X7S9	OTHER	0.000382	0.999618	
Q8X7T0	OTHER	0.002265	0.997735	
Q8X7T3	OTHER	0.018118	0.981882	
Q8X7T5	OTHER	0.001128	0.998872	
Q8X7T6	OTHER	0.003022	0.996978	
Q8X7T7	OTHER	0.004769	0.995231	
Q8X7T8	OTHER	0.001090	0.998910	
Q8X7T9	OTHER	0.000734	0.999266	
Q8X7U0	OTHER	0.000722	0.999278	
Q8X7U6	OTHER	0.000292	0.999708	
Q8X7U7	OTHER	0.000767	0.999233	
Q8X7V0	SP(Sec/SPI)	0.990324	0.009676	CS pos: 21-22. CET-AK. Pr: 0.5741
Q8X7V2	OTHER	0.000887	0.999113	
Q8X7V3	OTHER	0.003432	0.996568	
Q8X7V4	OTHER	0.000483	0.999517	
Q8X7V6	OTHER	0.001331	0.998669	
Q8X7V7	OTHER	0.000776	0.999224	
Q8X7V8	OTHER	0.020128	0.979872	
Q8X7V9	SP(Sec/SPI)	0.790258	0.209742	CS pos: 25-26. ATA-AP. Pr: 0.5124
Q8X7W1	OTHER	0.001997	0.998003	
Q8X7W5	SP(Sec/SPI)	0.985803	0.014197	CS pos: 24-25. VHA-SS. Pr: 0.9401
Q8X7X0	OTHER	0.000969	0.999031	
Q8X7X2	SP(Sec/SPI)	0.975525	0.024475	CS pos: 22-23. VFA-AE. Pr: 0.7960
Q8X7X3	OTHER	0.001055	0.998945	
Q8X7X5	OTHER	0.000294	0.999706	
Q8X7X6	OTHER	0.000644	0.999356	
Q8X7X8	OTHER	0.001479	0.998521	
Q8X7Y2	OTHER	0.000727	0.999273	
Q8X7Y3	SP(Sec/SPI)	0.980628	0.019372	CS pos: 23-24. VQS-DE. Pr: 0.8460
Q8X7Y8	OTHER	0.005674	0.994326	
Q8X7Z0	OTHER	0.001748	0.998252	
Q8X7Z4	OTHER	0.001264	0.998736	
Q8X7Z6	OTHER	0.002171	0.997829	
Q8X801	OTHER	0.001121	0.998879	
Q8X803	OTHER	0.001572	0.998428	
Q8X804	OTHER	0.000729	0.999271	
Q8X805	OTHER	0.001536	0.998464	
Q8X808	OTHER	0.000443	0.999557	
Q8X811	OTHER	0.000456	0.999544	
Q8X813	OTHER	0.008478	0.991522	
Q8X815	OTHER	0.102043	0.897957	
Q8X817	SP(Sec/SPI)	0.964820	0.035180	CS pos: 20-21. GMR-DP. Pr: 0.4354
Q8X818	OTHER	0.003190	0.996810	
Q8X828	OTHER	0.004371	0.995629	
Q8X834	OTHER	0.001565	0.998435	
Q8X836	OTHER	0.006246	0.993754	
Q8X838	OTHER	0.001531	0.998469	
Q8X841	OTHER	0.014509	0.985491	
Q8X842	OTHER	0.027228	0.972772	
Q8X843	OTHER	0.002139	0.997861	
Q8X846	OTHER	0.002724	0.997276	
Q8X848	OTHER	0.002127	0.997873	
Q8X855	SP(Sec/SPI)	0.672414	0.327586	CS pos: 20-21. ALG-GW. Pr: 0.5704
Q8X856	OTHER	0.111123	0.888877	
Q8X860	OTHER	0.001948	0.998052	
Q8X863	OTHER	0.000967	0.999033	
Q8X864	OTHER	0.004157	0.995843	
Q8X865	OTHER	0.021173	0.978827	
Q8X871	OTHER	0.001643	0.998357	
Q8X872	OTHER	0.122022	0.877978	
Q8X873	OTHER	0.000703	0.999297	
Q8X876	OTHER	0.000784	0.999216	
Q8X882	OTHER	0.000297	0.999703	
Q8X886	OTHER	0.000399	0.999601	
Q8X888	OTHER	0.000220	0.999780	
Q8X889	OTHER	0.003164	0.996836	
Q8X892	OTHER	0.149105	0.850895	
Q8X893	OTHER	0.001063	0.998937	
Q8X896	OTHER	0.001511	0.998489	
Q8X8A0	OTHER	0.003164	0.996836	
Q8X8A3	SP(Sec/SPI)	0.983681	0.016319	CS pos: 21-22. GMA-KT. Pr: 0.8033
Q8X8A4	OTHER	0.001077	0.998923	
Q8X8A7	OTHER	0.000909	0.999091	
Q8X8A9	OTHER	0.000813	0.999187	
Q8X8B0	OTHER	0.000980	0.999020	
Q8X8B1	OTHER	0.000794	0.999206	
Q8X8B2	OTHER	0.001114	0.998886	
Q8X8B3	SP(Sec/SPI)	0.977227	0.022773	CS pos: 22-23. TGC-DD. Pr: 0.6782
Q8X8B4	OTHER	0.002538	0.997462	
Q8X8B6	OTHER	0.012375	0.987625	
Q8X8C0	OTHER	0.000451	0.999549	
Q8X8C2	OTHER	0.000589	0.999411	
Q8X8C3	OTHER	0.001224	0.998776	
Q8X8C4	OTHER	0.006174	0.993826	
Q8X8C5	OTHER	0.000839	0.999161	
Q8X8C6	OTHER	0.011095	0.988905	
Q8X8D7	OTHER	0.002774	0.997226	
Q8X8D8	OTHER	0.000823	0.999177	
Q8X8E2	OTHER	0.002845	0.997155	
Q8X8E6	OTHER	0.001638	0.998362	
Q8X8E8	OTHER	0.000286	0.999714	
Q8X8E9	OTHER	0.000543	0.999457	
Q8X8F3	SP(Sec/SPI)	0.581969	0.418031	CS pos: 18-19. CGG-TI. Pr: 0.3318
Q8X8F4	OTHER	0.002368	0.997632	
Q8X8F5	OTHER	0.001300	0.998700	
Q8X8F6	OTHER	0.026797	0.973203	
Q8X8G0	OTHER	0.000889	0.999111	
Q8X8G1	OTHER	0.000568	0.999432	
Q8X8G3	OTHER	0.000735	0.999265	
Q8X8G4	SP(Sec/SPI)	0.557199	0.442801	CS pos: 23-24. AVA-SL. Pr: 0.1758
Q8X8G5	OTHER	0.001121	0.998879	
Q8X8G7	SP(Sec/SPI)	0.998860	0.001140	CS pos: 21-22. CRS-HP. Pr: 0.9037
Q8X8H2	OTHER	0.003403	0.996597	
Q8X8H3	SP(Sec/SPI)	0.512064	0.487936	CS pos: 20-21. GGG-TW. Pr: 0.1355
Q8X8I3	SP(Sec/SPI)	0.998562	0.001438	CS pos: 19-20. VFA-AE. Pr: 0.9422
Q8X8J2	OTHER	0.010201	0.989799	
Q8X8J9	OTHER	0.001078	0.998922	
Q8X8K0	OTHER	0.044583	0.955417	
Q8X8K3	OTHER	0.002117	0.997883	
Q8X8K6	SP(Sec/SPI)	0.998065	0.001935	CS pos: 21-22. AQA-EE. Pr: 0.7435
Q8X8K7	OTHER	0.000731	0.999269	
Q8X8K8	OTHER	0.000353	0.999647	
Q8X8L0	OTHER	0.003364	0.996636	
Q8X8M5	OTHER	0.001037	0.998963	
Q8X8M6	OTHER	0.000646	0.999354	
Q8X8M7	SP(Sec/SPI)	0.991546	0.008454	CS pos: 22-23. SYA-AE. Pr: 0.9351
Q8X8M8	OTHER	0.251039	0.748961	
Q8X8M9	OTHER	0.005633	0.994367	
Q8X8N3	OTHER	0.008117	0.991883	
Q8X8N4	OTHER	0.003233	0.996767	
Q8X8N6	SP(Sec/SPI)	0.986640	0.013360	CS pos: 19-20. VGC-NQ. Pr: 0.7414
Q8X8N9	OTHER	0.000848	0.999152	
Q8X8P1	OTHER	0.000679	0.999321	
Q8X8P3	SP(Sec/SPI)	0.911157	0.088843	CS pos: 33-34. VAA-DD. Pr: 0.4945
Q8X8P4	SP(Sec/SPI)	0.999011	0.000989	CS pos: 21-22. AYA-DN. Pr: 0.8646
Q8X8P7	OTHER	0.000192	0.999808	
Q8X8Q1	OTHER	0.000321	0.999679	
Q8X8Q2	OTHER	0.000541	0.999459	
Q8X8Q6	OTHER	0.000464	0.999536	
Q8X8Q7	OTHER	0.001336	0.998664	
Q8X8R0	OTHER	0.001223	0.998777	
Q8X8R1	OTHER	0.001689	0.998311	
Q8X8R2	OTHER	0.001469	0.998531	
Q8X8R3	OTHER	0.001364	0.998636	
Q8X8R4	OTHER	0.004089	0.995911	
Q8X8R5	OTHER	0.005710	0.994290	
Q8X8R7	OTHER	0.058768	0.941232	
Q8X8R8	OTHER	0.000302	0.999698	
Q8X8S0	OTHER	0.000464	0.999536	
Q8X8S1	OTHER	0.002002	0.997998	
Q8X8S2	OTHER	0.000578	0.999422	
Q8X8S3	OTHER	0.001043	0.998957	
Q8X8S8	OTHER	0.000584	0.999416	
Q8X8T0	OTHER	0.001734	0.998266	
Q8X8T5	OTHER	0.028043	0.971957	
Q8X8T7	OTHER	0.001317	0.998683	
Q8X8T8	OTHER	0.005538	0.994462	
Q8X8U0	OTHER	0.000448	0.999552	
Q8X8U2	OTHER	0.004007	0.995993	
Q8X8U4	OTHER	0.001912	0.998088	
Q8X8U6	OTHER	0.004028	0.995972	
Q8X8U7	OTHER	0.002138	0.997862	
Q8X8V2	OTHER	0.004784	0.995216	
Q8X8W3	SP(Sec/SPI)	0.963076	0.036924	CS pos: 22-23. ACT-VD. Pr: 0.1960
Q8X8W4	SP(Sec/SPI)	0.957487	0.042513	CS pos: 25-26. NRA-EV. Pr: 0.3841
Q8X8W6	OTHER	0.000955	0.999045	
Q8X8W7	OTHER	0.000158	0.999842	
Q8X8W9	OTHER	0.000853	0.999147	
Q8X8X2	OTHER	0.000621	0.999379	
Q8X8X3	OTHER	0.017256	0.982744	
Q8X8X9	OTHER	0.000479	0.999521	
Q8X8Z1	OTHER	0.061434	0.938566	
Q8X8Z3	OTHER	0.001420	0.998580	
Q8X8Z6	OTHER	0.001094	0.998906	
Q8X8Z7	SP(Sec/SPI)	0.649839	0.350161	CS pos: 30-31. AHA-AA. Pr: 0.5668
Q8X8Z8	OTHER	0.216045	0.783955	
Q8X8Z9	OTHER	0.001261	0.998739	
Q8X901	OTHER	0.457256	0.542744	
Q8X904	OTHER	0.011949	0.988051	
Q8X908	OTHER	0.002651	0.997349	
Q8X918	SP(Sec/SPI)	0.993724	0.006276	CS pos: 21-22. GSA-TD. Pr: 0.3369
Q8X919	SP(Sec/SPI)	0.956328	0.043672	CS pos: 26-27. ASA-ST. Pr: 0.3544
Q8X920	SP(Sec/SPI)	0.973615	0.026385	CS pos: 25-26. AYS-GQ. Pr: 0.7761
Q8X921	OTHER	0.000829	0.999171	
Q8X923	OTHER	0.136211	0.863789	
Q8X924	OTHER	0.002448	0.997552	
Q8X925	OTHER	0.001452	0.998548	
Q8X927	OTHER	0.001328	0.998672	
Q8X928	SP(Sec/SPI)	0.749469	0.250531	CS pos: 28-29. ALA-NE. Pr: 0.6935
Q8X932	OTHER	0.000512	0.999488	
Q8X933	SP(Sec/SPI)	0.996789	0.003211	CS pos: 19-20. VSA-AL. Pr: 0.6103
Q8X934	OTHER	0.000604	0.999396	
Q8X935	OTHER	0.001727	0.998273	
Q8X936	OTHER	0.129311	0.870689	
Q8X939	OTHER	0.001397	0.998603	
Q8X946	OTHER	0.001287	0.998713	
Q8X948	SP(Sec/SPI)	0.995447	0.004553	CS pos: 24-25. ALA-AD. Pr: 0.7146
Q8X949	OTHER	0.001085	0.998915	
Q8X950	OTHER	0.001442	0.998558	
Q8X953	OTHER	0.003140	0.996860	
Q8X959	SP(Sec/SPI)	0.739248	0.260752	CS pos: 25-26. ASA-GL. Pr: 0.4248
Q8X960	OTHER	0.001425	0.998575	
Q8X965	OTHER	0.077338	0.922662	
Q8X967	OTHER	0.000545	0.999455	
Q8X969	OTHER	0.000604	0.999396	
Q8X970	OTHER	0.011795	0.988205	
Q8X974	OTHER	0.230352	0.769648	
Q8X975	OTHER	0.015291	0.984709	
Q8X977	OTHER	0.002208	0.997792	
Q8X980	OTHER	0.001067	0.998933	
Q8X981	OTHER	0.003419	0.996581	
Q8X985	OTHER	0.003071	0.996929	
Q8X986	OTHER	0.001329	0.998671	
Q8X991	OTHER	0.013672	0.986328	
Q8X995	OTHER	0.001718	0.998282	
Q8X998	OTHER	0.004676	0.995324	
Q8X9A0	OTHER	0.001431	0.998569	
Q8X9A5	OTHER	0.002124	0.997876	
Q8X9A7	OTHER	0.000853	0.999147	
Q8X9B2	SP(Sec/SPI)	0.998314	0.001686	CS pos: 23-24. VFA-AD. Pr: 0.9384
Q8X9B3	OTHER	0.002809	0.997191	
Q8X9B4	OTHER	0.001824	0.998176	
Q8X9B8	SP(Sec/SPI)	0.975150	0.024850	CS pos: 20-21. SHG-AV. Pr: 0.7203
Q8X9C1	OTHER	0.001883	0.998117	
Q8X9C4	SP(Sec/SPI)	0.995011	0.004989	CS pos: 23-24. ALA-LN. Pr: 0.8998
Q8X9C5	OTHER	0.049819	0.950181	
Q8X9C7	OTHER	0.040793	0.959207	
Q8X9D5	OTHER	0.299569	0.700431	
Q8X9D6	OTHER	0.000295	0.999705	
Q8X9D8	SP(Sec/SPI)	0.976985	0.023015	CS pos: 19-20. TGC-QS. Pr: 0.5686
Q8X9D9	OTHER	0.009819	0.990181	
Q8X9E1	SP(Sec/SPI)	0.995499	0.004501	CS pos: 18-19. CQI-DP. Pr: 0.2819
Q8X9E4	SP(Sec/SPI)	0.991618	0.008382	CS pos: 22-23. AEG-WE. Pr: 0.8197
Q8X9E7	OTHER	0.081830	0.918170	
Q8X9E9	SP(Sec/SPI)	0.988151	0.011849	CS pos: 22-23. AFA-AD. Pr: 0.8445
Q8X9F4	OTHER	0.003217	0.996783	
Q8X9F5	OTHER	0.000993	0.999007	
Q8X9F7	OTHER	0.001086	0.998914	
Q8X9G2	OTHER	0.000545	0.999455	
Q8X9G4	OTHER	0.016643	0.983357	
Q8X9H1	OTHER	0.001515	0.998485	
Q8X9H2	OTHER	0.005445	0.994555	
Q8X9H3	OTHER	0.000459	0.999541	
Q8X9H4	SP(Sec/SPI)	0.998569	0.001431	CS pos: 18-19. ACA-QS. Pr: 0.4542
Q8X9I2	OTHER	0.003192	0.996808	
Q8X9I4	OTHER	0.001139	0.998861	
Q8X9J1	SP(Sec/SPI)	0.543365	0.456635	CS pos: 25-26. VFA-AS. Pr: 0.2500
Q8X9J2	SP(Sec/SPI)	0.743774	0.256226	CS pos: 21-22. TQQ-GD. Pr: 0.1517
Q8X9J3	OTHER	0.003284	0.996716	
Q8X9J4	OTHER	0.010250	0.989750	
Q8X9J5	OTHER	0.004269	0.995731	
Q8X9J8	OTHER	0.000817	0.999183	
Q8X9K8	SP(Sec/SPI)	0.983806	0.016194	CS pos: 20-21. VQA-AN. Pr: 0.9490
Q8X9M8	OTHER	0.004431	0.995569	
Q8X9M9	OTHER	0.000500	0.999500	
Q8X9N6	OTHER	0.002854	0.997146	
Q8X9P2	OTHER	0.002507	0.997493	
Q8X9P4	OTHER	0.000648	0.999352	
Q8X9Q4	OTHER	0.003581	0.996419	
Q8X9Q5	SP(Sec/SPI)	0.996040	0.003960	CS pos: 19-20. CVS-ND. Pr: 0.5436
Q8X9Q7	OTHER	0.000517	0.999483	
Q8X9R4	SP(Sec/SPI)	0.905543	0.094457	CS pos: 17-18. VGC-TP. Pr: 0.3788
Q8X9R8	OTHER	0.001157	0.998843	
Q8X9R9	OTHER	0.000866	0.999134	
Q8X9S0	SP(Sec/SPI)	0.996588	0.003412	CS pos: 24-25. VQA-EL. Pr: 0.9632
Q8X9S1	OTHER	0.006455	0.993545	
Q8X9S4	OTHER	0.001043	0.998957	
Q8X9S7	OTHER	0.000320	0.999680	
Q8X9S8	OTHER	0.077824	0.922176	
Q8X9T1	OTHER	0.000455	0.999545	
Q8X9T5	OTHER	0.000571	0.999429	
Q8X9T7	OTHER	0.000624	0.999376	
Q8X9T9	OTHER	0.012827	0.987173	
Q8X9U7	SP(Sec/SPI)	0.999675	0.000325	CS pos: 20-21. ADA-GR. Pr: 0.9357
Q8X9U8	OTHER	0.004727	0.995273	
Q8X9U9	OTHER	0.010790	0.989210	
Q8X9V0	OTHER	0.003604	0.996396	
Q8X9V2	OTHER	0.000549	0.999451	
Q8X9V4	OTHER	0.001963	0.998037	
Q8X9V6	OTHER	0.001024	0.998976	
Q8X9V8	OTHER	0.129875	0.870125	
Q8X9W2	SP(Sec/SPI)	0.967732	0.032268	CS pos: 22-23. AHA-AE. Pr: 0.9150
Q8X9W3	OTHER	0.000647	0.999353	
Q8X9W6	OTHER	0.007095	0.992905	
Q8X9W7	OTHER	0.015307	0.984693	
Q8X9W8	OTHER	0.004769	0.995231	
Q8X9W9	OTHER	0.001851	0.998149	
Q8X9X0	OTHER	0.000886	0.999114	
Q8X9X2	SP(Sec/SPI)	0.863911	0.136089	CS pos: 30-31. TQA-AE. Pr: 0.6840
Q8X9X3	OTHER	0.001627	0.998373	
Q8X9X4	OTHER	0.023302	0.976698	
Q8X9X5	OTHER	0.086076	0.913924	
Q8X9Y4	OTHER	0.000284	0.999716	
Q8X9Z4	OTHER	0.016173	0.983827	
Q8XA03	OTHER	0.000363	0.999637	
Q8XA07	OTHER	0.004957	0.995043	
Q8XA11	OTHER	0.001847	0.998153	
Q8XA16	OTHER	0.000629	0.999371	
Q8XA17	OTHER	0.001106	0.998894	
Q8XA25	OTHER	0.002906	0.997094	
Q8XA31	OTHER	0.037301	0.962699	
Q8XA37	OTHER	0.010734	0.989266	
Q8XA40	OTHER	0.003100	0.996900	
Q8XA42	OTHER	0.001932	0.998068	
Q8XA51	OTHER	0.000437	0.999563	
Q8XA52	SP(Sec/SPI)	0.997068	0.002932	CS pos: 21-22. TFA-KD. Pr: 0.9677
Q8XA54	SP(Sec/SPI)	0.985315	0.014685	CS pos: 18-19. VHA-GV. Pr: 0.9649
Q8XA56	SP(Sec/SPI)	0.987902	0.012098	CS pos: 21-22. GYA-EE. Pr: 0.9675
Q8XA57	OTHER	0.000343	0.999657	
Q8XA61	OTHER	0.004321	0.995679	
Q8XA67	OTHER	0.002987	0.997013	
Q8XA68	SP(Sec/SPI)	0.990288	0.009712	CS pos: 23-24. AQA-ND. Pr: 0.8438
Q8XA69	OTHER	0.004045	0.995955	
Q8XA74	OTHER	0.094060	0.905940	
Q8XA75	OTHER	0.035311	0.964689	
