ID	Evidences length	Evidences list	Complete evidences
A0A0H3JK93	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JKB2	1	TM	TM
A0A0H3JKH3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JKI2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JKI8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JKR7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JKZ0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JL45	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H3JLL2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JLX3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JM10	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JM24	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JM62	1	SL	SL
A0A0H3JM69	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JMB5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JMC7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JMF0	1	TM	TM
A0A0H3JMJ0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JMQ0	1	TM	TM
A0A0H3JMQ7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JMR3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JN05	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JN14	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JN46	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JNA0	1	TM	TM
A0A0H3JNS9	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H3JPB3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JPC9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A0H3JQR6	2	GPI|TM	GPI|TM
A0A0H3JRA1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0H3JRB3	1	PHOBIUS_TM	PHOBIUS_TM
A0A0H3JRM4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A0T7C0W5	1	TM	TM
A0A143EC46	1	TM	TM
A0A152UKI9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A152V2F9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A152VKR3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
A0A152VP78	1	TM	TM
A0A2Z5XIW6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z5XJ93	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z5XKU1	3	GPI|PHOBIUS_TM|TM	GPI|PHOBIUS_TM|TM
A0A2Z5XLI9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z5XQC2	1	TM	TM
A0A2Z5XSV9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z5XUF6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FLA0	1	TM	TM
A0A2Z6FLE6	1	TM	TM
A0A2Z6FLG3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FLI5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FLI8	1	TM	TM
A0A2Z6FLJ7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FLL2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FLN2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FLR0	1	PHOBIUS_TM	PHOBIUS_TM
A0A2Z6FLW8	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FM66	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A2Z6FM96	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A0A341ZMH4	1	PHOBIUS_TM	PHOBIUS_TM
A7UQX1	1	TM	TM
A7UQX5	1	PHOBIUS_TM	PHOBIUS_TM
A7UQY3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
A8B1I4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
O82883	1	PHOBIUS_TM	PHOBIUS_TM
O82920	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
O82924	1	TM	TM
O82933	1	PHOBIUS_TM	PHOBIUS_TM
O82936	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0A3F6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AA55	1	TM	TM
P0AAA2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AAP9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AAR6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0AAU3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0AAV2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AAW7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0AAZ2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AB51	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0ACX1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0ADE0	1	GPI	GPI
P0ADK2	1	TM	TM
P0ADK5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0ADL5	1	TM	TM
P0ADL8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0ADM2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0ADX3	1	SL	SL
P0AE44	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0AEA0	1	TM	TM
P0AET6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AF35	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AF42	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P0AF74	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0AG29	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P0C1Y6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P62524	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P64440	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P64443	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P64447	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P64452	1	GPI	GPI
P64472	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P64487	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P64538	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P64546	1	TM	TM
P64558	1	SL	SL
P64566	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P64586	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
P64591	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P64593	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
P64621	1	TM	TM
P64623	3	GPI|PHOBIUS_TM|TM	GPI|PHOBIUS_TM|TM
P65296	1	TM	TM
P67245	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q7AFY5	1	TM	TM
Q7BSU2	1	PHOBIUS_TM	PHOBIUS_TM
Q7BSV5	1	TM	TM
Q7BSV6	1	TM	TM
Q7BSV7	1	TM	TM
Q7DAR4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q7DAR7	1	TM	TM
Q7DB49	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q7DB56	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DB57	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DB58	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DB59	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DB68	3	GPI|PHOBIUS_TM|TM	GPI|PHOBIUS_TM|TM
Q7DB70	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DB78	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q7DB81	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q7DB96	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DBC2	1	SL	SL
Q7DBF2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q7DBM4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q7DBS7	1	PHOBIUS_TM	PHOBIUS_TM
Q8X283	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X286	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X289	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X290	1	TM	TM
Q8X2A9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X367	1	TM	TM
Q8X3Q3	1	PHOBIUS_TM	PHOBIUS_TM
Q8X3Y4	1	TM	TM
Q8X464	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X493	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X4G6	1	TM	TM
Q8X4J9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X4K9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4L4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4M0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4M9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4N0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4N2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X4N6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4P7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4P9	1	PHOBIUS_TM	PHOBIUS_TM
Q8X4R1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4R6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4T5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4T7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4U3	1	PHOBIUS_TM	PHOBIUS_TM
Q8X4V1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X4W0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4Z1	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X4Z3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X4Z8	1	SL	SL
Q8X501	1	TM	TM
Q8X513	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X514	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X517	1	TM	TM
Q8X530	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X538	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X541	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X561	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X562	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X566	1	TM	TM
Q8X573	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X583	2	PHOBIUS_TM|SL	PHOBIUS_TM|SL
Q8X584	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X587	1	PHOBIUS_TM	PHOBIUS_TM
Q8X5A1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5A4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5A5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5B8	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X5C2	1	TM	TM
Q8X5G4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5H4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5I4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5I9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5J0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5J2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5J7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5K1	1	PHOBIUS_TM	PHOBIUS_TM
Q8X5K3	1	TM	TM
Q8X5K4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5M7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5N0	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X5Q5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5R3	1	TM	TM
Q8X5R4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5S2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5S4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5T6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5U2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5U8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5V5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X5V8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5Y5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5Y7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X5Z5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X639	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X650	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X658	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X663	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X664	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X672	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X676	1	TM	TM
Q8X678	1	PHOBIUS_TM	PHOBIUS_TM
Q8X683	1	TM	TM
Q8X687	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6A0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6B3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6D2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6E0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6F1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6F2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6F5	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6F7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6F8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6F9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6G3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6G6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6K0	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6K8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6L7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6L8	1	PHOBIUS_TM	PHOBIUS_TM
Q8X6L9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6M2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6M4	1	TM	TM
Q8X6M5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6M6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6N6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6Q2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6Q6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6Q7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6Q9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6R7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6S3	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6T1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6T7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6T8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6V4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X6Y2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X6Y4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X706	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X719	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X734	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X780	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X793	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X795	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7C1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7C4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X7F0	1	TM	TM
Q8X7F2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7F5	1	TM	TM
Q8X7F9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7H1	1	SL	SL
Q8X7L5	1	TM	TM
Q8X7M9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7P2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7P3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7Q2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7Q5	1	TM	TM
Q8X7Q9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X7T3	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X7V4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X7V6	1	SL	SL
Q8X7X2	1	TM	TM
Q8X7Y2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X803	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X804	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X813	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X815	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X842	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X846	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X848	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X855	1	TM	TM
Q8X865	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X888	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X892	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8B2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X8E2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8E6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8E9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8F3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8G4	1	TM	TM
Q8X8H2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X8H3	1	TM	TM
Q8X8J2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8N3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8R4	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X8T7	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X8U2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8Z1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X8Z8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X908	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X923	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X925	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X928	1	TM	TM
Q8X933	1	TM	TM
Q8X934	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X946	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X953	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X965	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X970	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X974	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X975	1	PHOBIUS_TM	PHOBIUS_TM
Q8X977	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9A0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9B3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9C4	1	TM	TM
Q8X9C5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9C7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9D5	1	TM	TM
Q8X9D9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9G4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9J1	4	GPI|PHOBIUS_TM|SL|TM	GPI|PHOBIUS_TM|SL|TM
Q8X9J4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9M8	1	PHOBIUS_TM	PHOBIUS_TM
Q8X9P4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9S1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9S8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9U9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9V8	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9W3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9W6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8X9W7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8X9X3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA07	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA25	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA31	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA54	1	TM	TM
Q8XA61	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA69	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA75	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA77	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XA78	1	TM	TM
Q8XA98	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAB9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAC6	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAD3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAG5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAH2	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XAH7	1	PHOBIUS_TM	PHOBIUS_TM
Q8XAI9	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XAK2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAK6	1	TM	TM
Q8XAL3	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAM0	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAM1	1	TM	TM
Q8XAP7	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAQ2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAQ6	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XAQ7	1	TM	TM
Q8XAQ9	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAS1	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAU2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAU4	1	TM	TM
Q8XAV2	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAW5	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XAZ9	1	TM	TM
Q8XB04	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XB15	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XB20	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XB52	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XB65	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XB71	2	PHOBIUS_TM|TM	PHOBIUS_TM|TM
Q8XB72	1	TM	TM
Q8XB96	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XB97	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBB4	3	PHOBIUS_TM|SL|TM	PHOBIUS_TM|SL|TM
Q8XBE9	1	TM	TM
Q8XBF7	1	PHOBIUS_TM	PHOBIUS_TM
