# SignalP-5.0	Organism: euk	Timestamp: 20260407124956
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
A0A0H3JFE1	OTHER	0.000657	0.999343	
A0A0H3JFF3	OTHER	0.002103	0.997897	
A0A0H3JFG5	OTHER	0.002640	0.997360	
A0A0H3JFG9	OTHER	0.033744	0.966256	
A0A0H3JFK1	OTHER	0.073096	0.926904	
A0A0H3JFK5	SP(Sec/SPI)	0.964997	0.035003	CS pos: 23-24. ASA-PE. Pr: 0.3454
A0A0H3JFW2	OTHER	0.000521	0.999479	
A0A0H3JFX1	OTHER	0.007874	0.992126	
A0A0H3JG09	OTHER	0.001026	0.998974	
A0A0H3JG42	OTHER	0.006081	0.993919	
A0A0H3JG71	SP(Sec/SPI)	0.581852	0.418148	CS pos: 23-24. AGA-GI. Pr: 0.3703
A0A0H3JGB8	OTHER	0.001222	0.998778	
A0A0H3JGE1	SP(Sec/SPI)	0.872568	0.127432	CS pos: 22-23. PMC-TD. Pr: 0.2385
A0A0H3JGF9	OTHER	0.000714	0.999286	
A0A0H3JGG6	OTHER	0.001717	0.998283	
A0A0H3JGG9	OTHER	0.059435	0.940565	
A0A0H3JGP6	OTHER	0.002492	0.997508	
A0A0H3JGP7	OTHER	0.000804	0.999196	
A0A0H3JH06	OTHER	0.000645	0.999355	
A0A0H3JH12	OTHER	0.001156	0.998844	
A0A0H3JH27	SP(Sec/SPI)	0.997258	0.002742	CS pos: 18-19. ALA-TI. Pr: 0.9219
A0A0H3JH40	SP(Sec/SPI)	0.945166	0.054834	CS pos: 27-28. AVA-SI. Pr: 0.2678
A0A0H3JH44	OTHER	0.001210	0.998790	
A0A0H3JH81	OTHER	0.045094	0.954906	
A0A0H3JHA3	OTHER	0.000614	0.999386	
A0A0H3JHB8	OTHER	0.103222	0.896778	
A0A0H3JHB9	OTHER	0.000352	0.999648	
A0A0H3JHD7	OTHER	0.141441	0.858559	
A0A0H3JHF5	OTHER	0.088410	0.911590	
A0A0H3JHJ2	OTHER	0.013246	0.986754	
A0A0H3JHM3	OTHER	0.002470	0.997530	
A0A0H3JHQ5	OTHER	0.001378	0.998622	
A0A0H3JHS9	OTHER	0.070901	0.929099	
A0A0H3JHU1	OTHER	0.001831	0.998169	
A0A0H3JHW3	OTHER	0.000360	0.999640	
A0A0H3JHW6	OTHER	0.009836	0.990164	
A0A0H3JHY3	OTHER	0.325857	0.674143	
A0A0H3JI61	OTHER	0.002957	0.997043	
A0A0H3JI68	SP(Sec/SPI)	0.997747	0.002253	CS pos: 19-20. VMA-KD. Pr: 0.9819
A0A0H3JI70	OTHER	0.210407	0.789593	
A0A0H3JI74	OTHER	0.001300	0.998700	
A0A0H3JIG7	OTHER	0.001871	0.998129	
A0A0H3JII1	OTHER	0.000501	0.999499	
A0A0H3JIM8	OTHER	0.005048	0.994952	
A0A0H3JIP9	OTHER	0.000846	0.999154	
A0A0H3JIV4	SP(Sec/SPI)	0.946060	0.053940	CS pos: 25-26. VLA-VD. Pr: 0.8475
A0A0H3JIZ2	OTHER	0.000836	0.999164	
A0A0H3JJ08	OTHER	0.004392	0.995608	
A0A0H3JJ49	SP(Sec/SPI)	0.990514	0.009486	CS pos: 17-18. AVA-AS. Pr: 0.5202
A0A0H3JJ52	OTHER	0.001058	0.998942	
A0A0H3JJ62	OTHER	0.007676	0.992324	
A0A0H3JJ65	OTHER	0.117565	0.882435	
A0A0H3JJ93	OTHER	0.000394	0.999606	
A0A0H3JJ98	SP(Sec/SPI)	0.728811	0.271189	CS pos: 26-27. TIA-TH. Pr: 0.4375
A0A0H3JJE4	OTHER	0.002183	0.997817	
A0A0H3JJE9	SP(Sec/SPI)	0.782506	0.217494	CS pos: 27-28. AWG-AD. Pr: 0.6295
A0A0H3JJG7	OTHER	0.002006	0.997994	
A0A0H3JJK9	OTHER	0.001131	0.998869	
A0A0H3JJM3	OTHER	0.125951	0.874049	
A0A0H3JJQ5	OTHER	0.001437	0.998563	
A0A0H3JJQ9	OTHER	0.003728	0.996272	
A0A0H3JJX1	OTHER	0.000687	0.999313	
A0A0H3JK76	OTHER	0.002103	0.997897	
A0A0H3JKB7	OTHER	0.000161	0.999839	
A0A0H3JKD8	OTHER	0.000497	0.999503	
A0A0H3JKE9	OTHER	0.000507	0.999493	
A0A0H3JKH6	OTHER	0.001075	0.998925	
A0A0H3JKJ1	OTHER	0.010008	0.989992	
A0A0H3JKY7	SP(Sec/SPI)	0.991163	0.008837	CS pos: 22-23. VHA-AA. Pr: 0.8041
A0A0H3JL26	OTHER	0.018822	0.981178	
A0A0H3JLN7	OTHER	0.000383	0.999617	
A0A0H3JLT0	OTHER	0.001630	0.998370	
A0A0H3JLX7	OTHER	0.001835	0.998165	
A0A0H3JM35	OTHER	0.003662	0.996338	
A0A0H3JM80	OTHER	0.008375	0.991625	
A0A0H3JMH1	SP(Sec/SPI)	0.578174	0.421826	CS pos: 29-30. ANA-KE. Pr: 0.4068
A0A0H3JMN8	SP(Sec/SPI)	0.529491	0.470509	CS pos: 26-27. TLA-IF. Pr: 0.4007
A0A0H3JMX3	OTHER	0.000564	0.999436	
A0A0H3JNA7	OTHER	0.001115	0.998885	
A0A0H3JNF7	OTHER	0.000817	0.999183	
A0A0H3JNV9	OTHER	0.000440	0.999560	
A0A0H3JNZ5	OTHER	0.097091	0.902909	
A0A0H3JP03	OTHER	0.098574	0.901426	
A0A0H3JPL5	OTHER	0.001300	0.998700	
A0A0H3JQ42	OTHER	0.007403	0.992597	
A0A0H3JQ75	OTHER	0.001224	0.998776	
A0A0H3JQB0	OTHER	0.076591	0.923409	
A0A0H3JQV0	OTHER	0.036408	0.963592	
A0A0H3JR68	OTHER	0.001215	0.998785	
A0A0H3JRG4	OTHER	0.170168	0.829832	
A0A0H3JRH0	OTHER	0.007291	0.992709	
A0A0H3JRL7	OTHER	0.000619	0.999381	
A0A0H3JRX8	OTHER	0.001879	0.998121	
A0A0H3JS22	SP(Sec/SPI)	0.520210	0.479790	CS pos: 26-27. TSG-GL. Pr: 0.4077
A0A0H3JS46	OTHER	0.078542	0.921458	
A0A0T7C0V7	OTHER	0.037081	0.962919	
A0A0T7C0Z0	SP(Sec/SPI)	0.868965	0.131035	CS pos: 23-24. MQA-ST. Pr: 0.2561
A0A143E919	OTHER	0.000469	0.999531	
A0A143EF68	OTHER	0.371443	0.628557	
A0A152UU79	OTHER	0.000482	0.999518	
A0A152V5A9	OTHER	0.003786	0.996214	
A0A2Z5XFS5	OTHER	0.001033	0.998967	
A0A2Z5XP58	OTHER	0.194716	0.805284	
A0A2Z5XTA3	SP(Sec/SPI)	0.978909	0.021091	CS pos: 21-22. GCG-LK. Pr: 0.3186
A0A2Z5XV09	OTHER	0.001741	0.998259	
A0A2Z6FLF5	OTHER	0.066153	0.933847	
A0A2Z6FLK9	OTHER	0.001561	0.998439	
A8B1H9	SP(Sec/SPI)	0.972122	0.027878	CS pos: 22-23. VVA-KE. Pr: 0.9226
A8B1I1	OTHER	0.002519	0.997481	
O82881	OTHER	0.000523	0.999477	
O82884	OTHER	0.000333	0.999667	
O82885	OTHER	0.200338	0.799662	
O82886	OTHER	0.013370	0.986630	
O82897	OTHER	0.002057	0.997943	
O82922	OTHER	0.000575	0.999425	
P0A4D1	OTHER	0.001363	0.998637	
P0A6C7	OTHER	0.001029	0.998971	
P0A6D1	OTHER	0.001189	0.998811	
P0A6G6	OTHER	0.002960	0.997040	
P0A6J4	OTHER	0.000368	0.999632	
P0A6L8	OTHER	0.001508	0.998492	
P0A6M1	OTHER	0.004028	0.995972	
P0A6M3	OTHER	0.030986	0.969014	
P0A6N6	OTHER	0.000312	0.999688	
P0A6P0	OTHER	0.000292	0.999708	
P0A6P3	OTHER	0.000777	0.999223	
P0A6P6	OTHER	0.001081	0.998919	
P0A6R5	OTHER	0.001202	0.998798	
P0A6S1	SP(Sec/SPI)	0.922182	0.077818	CS pos: 33-34. VQG-AT. Pr: 0.3136
P0A6S6	SP(Sec/SPI)	0.582574	0.417426	CS pos: 22-23. WFG-KN. Pr: 0.1687
P0A6U0	OTHER	0.000564	0.999436	
P0A6U7	OTHER	0.001805	0.998195	
P0A6V0	OTHER	0.021578	0.978422	
P0A6W2	OTHER	0.000725	0.999275	
P0A6W7	OTHER	0.000887	0.999113	
P0A6X9	OTHER	0.000267	0.999733	
P0A6Y3	OTHER	0.000517	0.999483	
P0A6Y7	OTHER	0.000688	0.999312	
P0A6Z2	OTHER	0.002356	0.997644	
P0A6Z5	OTHER	0.000743	0.999257	
P0A6Z8	OTHER	0.000375	0.999625	
P0A701	OTHER	0.002298	0.997702	
P0A709	OTHER	0.001053	0.998947	
P0A711	OTHER	0.010327	0.989673	
P0A736	OTHER	0.000489	0.999511	
P0A743	OTHER	0.002872	0.997128	
P0A768	OTHER	0.003708	0.996292	
P0A771	OTHER	0.009393	0.990607	
P0A778	OTHER	0.000888	0.999112	
P0A782	OTHER	0.006354	0.993646	
P0A7D9	OTHER	0.000950	0.999050	
P0A7F5	OTHER	0.000633	0.999367	
P0A7G0	OTHER	0.002548	0.997452	
P0A7G4	OTHER	0.000300	0.999700	
P0A7H2	OTHER	0.000803	0.999197	
P0A7H5	OTHER	0.000637	0.999363	
P0A7H8	OTHER	0.003016	0.996984	
P0A7I2	OTHER	0.001263	0.998737	
P0A7J9	OTHER	0.009833	0.990167	
P0A7K4	OTHER	0.003962	0.996038	
P0A7K8	OTHER	0.000369	0.999631	
P0A7L2	OTHER	0.000687	0.999313	
P0A7L5	OTHER	0.000521	0.999479	
P0A7M0	OTHER	0.000585	0.999415	
P0A7M4	OTHER	0.000415	0.999585	
P0A7M8	OTHER	0.000399	0.999601	
P0A7N3	OTHER	0.000666	0.999334	
P0A7N5	OTHER	0.002795	0.997205	
P0A7P1	OTHER	0.000405	0.999595	
P0A7P7	OTHER	0.002081	0.997919	
P0A7Q2	OTHER	0.000699	0.999301	
P0A7Q7	OTHER	0.003745	0.996255	
P0A7R3	OTHER	0.001860	0.998140	
P0A7R7	OTHER	0.000609	0.999391	
P0A7S1	OTHER	0.000493	0.999507	
P0A7T1	OTHER	0.001241	0.998759	
P0A7T5	OTHER	0.000645	0.999355	
P0A7T9	OTHER	0.001661	0.998339	
P0A7U5	OTHER	0.000679	0.999321	
P0A7U9	OTHER	0.000311	0.999689	
P0A7V2	OTHER	0.001135	0.998865	
P0A7V5	OTHER	0.000641	0.999359	
P0A7W9	OTHER	0.000619	0.999381	
P0A7X5	OTHER	0.000389	0.999611	
P0A7X8	OTHER	0.000538	0.999462	
P0A802	OTHER	0.000390	0.999610	
P0A807	OTHER	0.001071	0.998929	
P0A824	OTHER	0.002230	0.997770	
P0A834	OTHER	0.000832	0.999168	
P0A845	OTHER	0.226264	0.773736	
P0A857	SP(Sec/SPI)	0.989666	0.010334	CS pos: 21-22. LHA-EV. Pr: 0.8605
P0A875	OTHER	0.036660	0.963340	
P0A896	OTHER	0.002013	0.997987	
P0A8B0	OTHER	0.001018	0.998982	
P0A8B7	OTHER	0.000749	0.999251	
P0A8D2	OTHER	0.001471	0.998529	
P0A8E0	OTHER	0.001547	0.998453	
P0A8E9	OTHER	0.000393	0.999607	
P0A8H1	OTHER	0.000429	0.999571	
P0A8H5	OTHER	0.055066	0.944934	
P0A8H9	OTHER	0.000698	0.999302	
P0A8J0	OTHER	0.001973	0.998027	
P0A8L0	OTHER	0.004420	0.995580	
P0A8M8	OTHER	0.000433	0.999567	
P0A8N1	OTHER	0.000568	0.999432	
P0A8P4	OTHER	0.010622	0.989378	
P0A8Q2	OTHER	0.006586	0.993414	
P0A8Q4	OTHER	0.002704	0.997296	
P0A8Q8	OTHER	0.000396	0.999604	
P0A8R2	OTHER	0.001012	0.998988	
P0A8S3	OTHER	0.001021	0.998979	
P0A8S7	SP(Sec/SPI)	0.526035	0.473965	CS pos: 20-21. NMA-RY. Pr: 0.2778
P0A8T3	OTHER	0.003432	0.996568	
P0A8T6	OTHER	0.002853	0.997147	
P0A8U4	OTHER	0.002110	0.997890	
P0A8U8	OTHER	0.000482	0.999518	
P0A8V8	OTHER	0.001008	0.998992	
P0A8W3	OTHER	0.000457	0.999543	
P0A8X1	OTHER	0.000170	0.999830	
P0A8Z5	OTHER	0.000770	0.999230	
P0A902	SP(Sec/SPI)	0.991066	0.008934	CS pos: 20-21. ACS-SP. Pr: 0.3324
P0A906	SP(Sec/SPI)	0.961404	0.038596	CS pos: 18-19. VGC-VN. Pr: 0.5891
P0A913	SP(Sec/SPI)	0.814217	0.185783	CS pos: 22-23. AAC-SS. Pr: 0.1906
P0A919	SP(Sec/SPI)	0.996774	0.003226	CS pos: 24-25. VAA-TS. Pr: 0.4061
P0A928	SP(Sec/SPI)	0.998267	0.001733	CS pos: 22-23. VNA-AE. Pr: 0.9412
P0A931	SP(Sec/SPI)	0.936794	0.063206	CS pos: 25-26. VLP-GS. Pr: 0.3114
P0A933	SP(Sec/SPI)	0.966681	0.033319	CS pos: 26-27. VPG-QN. Pr: 0.3633
P0A942	SP(Sec/SPI)	0.978621	0.021379	CS pos: 20-21. VYG-AE. Pr: 0.8003
P0A946	OTHER	0.002971	0.997029	
P0A949	OTHER	0.001187	0.998813	
P0A966	OTHER	0.001206	0.998794	
P0A970	OTHER	0.000996	0.999004	
P0A974	OTHER	0.000954	0.999046	
P0A9A4	OTHER	0.000704	0.999296	
P0A9A8	OTHER	0.001478	0.998522	
P0A9B1	OTHER	0.000448	0.999552	
P0A9D3	OTHER	0.004971	0.995029	
P0A9D6	OTHER	0.000480	0.999520	
P0A9E1	OTHER	0.001080	0.998920	
P0A9E4	OTHER	0.000417	0.999583	
P0A9F5	OTHER	0.000602	0.999398	
P0A9F8	OTHER	0.000726	0.999274	
P0A9G0	OTHER	0.001772	0.998228	
P0A9I6	OTHER	0.066469	0.933531	
P0A9I9	OTHER	0.000542	0.999458	
P0A9K2	OTHER	0.002608	0.997392	
P0A9K5	OTHER	0.000658	0.999342	
P0A9L7	OTHER	0.001171	0.998829	
P0A9N2	OTHER	0.000431	0.999569	
P0A9Q3	OTHER	0.000349	0.999651	
P0A9R5	OTHER	0.001021	0.998979	
P0A9R9	OTHER	0.001339	0.998661	
P0A9S4	OTHER	0.002457	0.997543	
P0A9T9	OTHER	0.000700	0.999300	
P0A9U5	OTHER	0.001073	0.998927	
P0A9V0	OTHER	0.001296	0.998704	
P0A9W2	OTHER	0.008317	0.991683	
P0A9Y1	OTHER	0.001966	0.998034	
P0A9Y8	OTHER	0.000857	0.999143	
P0A9Z3	OTHER	0.000819	0.999181	
P0AA06	OTHER	0.000853	0.999147	
P0AA12	OTHER	0.000661	0.999339	
P0AA48	OTHER	0.010645	0.989355	
P0AA51	OTHER	0.075811	0.924189	
P0AA62	OTHER	0.007630	0.992370	
P0AA65	OTHER	0.012138	0.987862	
P0AA69	OTHER	0.410485	0.589515	
P0AA72	OTHER	0.002921	0.997079	
P0AA74	OTHER	0.496745	0.503255	
P0AA81	OTHER	0.031158	0.968842	
P0AA85	OTHER	0.000497	0.999503	
P0AAB0	SP(Sec/SPI)	0.981724	0.018276	CS pos: 26-27. AFA-HG. Pr: 0.4049
P0AAB3	OTHER	0.015328	0.984672	
P0AAC2	OTHER	0.000311	0.999689	
P0AAD0	OTHER	0.000843	0.999157	
P0AAD7	OTHER	0.001149	0.998851	
P0AAD9	OTHER	0.000718	0.999282	
P0AAE1	OTHER	0.003368	0.996632	
P0AAE4	OTHER	0.021411	0.978589	
P0AAF0	OTHER	0.027015	0.972985	
P0AAH6	OTHER	0.000624	0.999376	
P0AAJ9	SP(Sec/SPI)	0.894280	0.105720	CS pos: 26-27. SHA-AA. Pr: 0.4911
P0AAK6	OTHER	0.006535	0.993465	
P0AAK8	SP(Sec/SPI)	0.633406	0.366594	CS pos: 27-28. VVA-KT. Pr: 0.3614
P0AAL2	OTHER	0.009937	0.990063	
P0AAL7	OTHER	0.040607	0.959393	
P0AAM2	OTHER	0.004400	0.995600	
P0AAM5	OTHER	0.001504	0.998496	
P0AAM9	OTHER	0.002262	0.997738	
P0AAP0	OTHER	0.003370	0.996630	
P0AAP6	OTHER	0.001616	0.998384	
P0AAQ4	OTHER	0.000872	0.999128	
P0AAR2	OTHER	0.000626	0.999374	
P0AAS1	OTHER	0.000390	0.999610	
P0AAS6	OTHER	0.003025	0.996975	
P0AAV5	OTHER	0.002406	0.997594	
P0AAX1	OTHER	0.071564	0.928436	
P0AAX7	SP(Sec/SPI)	0.993397	0.006603	CS pos: 22-23. AYA-AQ. Pr: 0.8475
P0AAZ6	OTHER	0.000551	0.999449	
P0AB02	OTHER	0.004069	0.995931	
P0AB22	OTHER	0.022420	0.977580	
P0AB30	OTHER	0.001730	0.998270	
P0AB39	SP(Sec/SPI)	0.981778	0.018222	CS pos: 22-23. CVG-QR. Pr: 0.7785
P0AB42	SP(Sec/SPI)	0.942580	0.057420	CS pos: 22-23. SFA-AV. Pr: 0.5170
P0AB66	OTHER	0.069641	0.930359	
P0AB94	OTHER	0.083443	0.916557	
P0AB99	OTHER	0.000179	0.999821	
P0ABA5	OTHER	0.000897	0.999103	
P0ABA8	OTHER	0.000133	0.999867	
P0ABC5	OTHER	0.189219	0.810781	
P0ABC8	OTHER	0.001819	0.998181	
P0ABD0	OTHER	0.000458	0.999542	
P0ABD2	OTHER	0.176700	0.823300	
P0ABE0	OTHER	0.000567	0.999433	
P0ABE8	SP(Sec/SPI)	0.996042	0.003958	CS pos: 22-23. SFA-AD. Pr: 0.8307
P0ABF0	OTHER	0.001295	0.998705	
P0ABH2	OTHER	0.007357	0.992643	
P0ABH6	OTHER	0.012423	0.987577	
P0ABK8	SP(Sec/SPI)	0.988668	0.011332	CS pos: 21-22. AAA-AG. Pr: 0.4945
P0ABM0	OTHER	0.005803	0.994197	
P0ABM3	OTHER	0.003549	0.996451	
P0ABM7	OTHER	0.000793	0.999207	
P0ABP4	OTHER	0.011772	0.988228	
P0ABP7	OTHER	0.006744	0.993256	
P0ABR3	OTHER	0.001974	0.998026	
P0ABS3	OTHER	0.009846	0.990154	
P0ABT0	OTHER	0.000539	0.999461	
P0ABU8	OTHER	0.000674	0.999326	
P0ABV0	OTHER	0.005999	0.994001	
P0ABV4	OTHER	0.012244	0.987756	
P0ABV8	OTHER	0.283181	0.716819	
P0ABW1	OTHER	0.005018	0.994982	
P0ABW6	SP(Sec/SPI)	0.998404	0.001596	CS pos: 22-23. SYA-AV. Pr: 0.9537
P0ABX4	OTHER	0.010484	0.989516	
P0ABX7	OTHER	0.006406	0.993594	
P0ABY0	SP(Sec/SPI)	0.745786	0.254214	CS pos: 30-31. ASA-GY. Pr: 0.5186
P0ABY3	OTHER	0.003759	0.996241	
P0ABY6	OTHER	0.007411	0.992589	
P0ABZ3	OTHER	0.001808	0.998192	
P0AC04	SP(Sec/SPI)	0.993057	0.006943	CS pos: 22-23. CSG-SK. Pr: 0.7437
P0AC06	SP(Sec/SPI)	0.849760	0.150240	CS pos: 21-22. AFA-QL. Pr: 0.8040
P0AC09	OTHER	0.001741	0.998259	
P0AC61	OTHER	0.001062	0.998938	
P0AC64	OTHER	0.000269	0.999731	
P0AC67	OTHER	0.001310	0.998690	
P0AC71	OTHER	0.000934	0.999066	
P0AC95	OTHER	0.017328	0.982672	
P0AC97	OTHER	0.030408	0.969592	
P0AC99	OTHER	0.003945	0.996055	
P0ACA5	OTHER	0.001629	0.998371	
P0ACB9	OTHER	0.367155	0.632845	
P0ACC5	OTHER	0.001147	0.998853	
P0ACD0	OTHER	0.002726	0.997274	
P0ACE5	OTHER	0.000777	0.999223	
P0ACE8	OTHER	0.000659	0.999341	
P0ACG7	SP(Sec/SPI)	0.858465	0.141535	CS pos: 22-23. VTA-LV. Pr: 0.6818
P0ACH0	OTHER	0.001037	0.998963	
P0ACH3	OTHER	0.000595	0.999405	
P0ACH6	OTHER	0.000434	0.999566	
P0ACI1	OTHER	0.002079	0.997921	
P0ACI5	OTHER	0.000737	0.999263	
P0ACI8	OTHER	0.000768	0.999232	
P0ACJ2	OTHER	0.001450	0.998550	
P0ACJ7	OTHER	0.006647	0.993353	
P0ACK4	OTHER	0.001169	0.998831	
P0ACK7	OTHER	0.000844	0.999156	
P0ACL3	OTHER	0.000727	0.999273	
P0ACM1	OTHER	0.000275	0.999725	
P0ACM3	OTHER	0.000528	0.999472	
P0ACM7	OTHER	0.001253	0.998747	
P0ACN0	OTHER	0.000583	0.999417	
P0ACN6	OTHER	0.001023	0.998977	
P0ACN9	OTHER	0.000703	0.999297	
P0ACP3	OTHER	0.001312	0.998688	
P0ACQ2	OTHER	0.001195	0.998805	
P0ACQ8	OTHER	0.001268	0.998732	
P0ACR1	OTHER	0.002591	0.997409	
P0ACR3	OTHER	0.000973	0.999027	
P0ACR6	OTHER	0.009802	0.990198	
P0ACS1	OTHER	0.000325	0.999675	
P0ACS3	OTHER	0.000495	0.999505	
P0ACS6	OTHER	0.001239	0.998761	
P0ACT3	OTHER	0.001259	0.998741	
P0ACT8	OTHER	0.000799	0.999201	
P0ACX7	OTHER	0.000459	0.999541	
P0ACY2	OTHER	0.001072	0.998928	
P0ACY5	OTHER	0.000888	0.999112	
P0ACZ3	OTHER	0.003221	0.996779	
P0AD00	OTHER	0.001096	0.998904	
P0AD02	OTHER	0.001316	0.998684	
P0AD04	OTHER	0.001622	0.998378	
P0AD13	SP(Sec/SPI)	0.933512	0.066488	CS pos: 19-20. AMS-LS. Pr: 0.3007
P0AD29	OTHER	0.003748	0.996252	
P0AD32	OTHER	0.174781	0.825219	
P0AD51	OTHER	0.000458	0.999542	
P0AD60	SP(Sec/SPI)	0.908766	0.091234	CS pos: 28-29. AMA-QD. Pr: 0.8197
P0AD98	SP(Sec/SPI)	0.986711	0.013289	CS pos: 23-24. ALA-ED. Pr: 0.9462
P0ADA0	OTHER	0.044550	0.955450	
P0ADA9	SP(Sec/SPI)	0.775030	0.224970	CS pos: 24-25. SAC-SN. Pr: 0.2880
P0ADB2	SP(Sec/SPI)	0.972218	0.027782	CS pos: 23-24. CTA-YD. Pr: 0.8845
P0ADB6	SP(Sec/SPI)	0.991333	0.008667	CS pos: 21-22. CNT-AR. Pr: 0.5220
P0ADB9	SP(Sec/SPI)	0.962001	0.037999	CS pos: 22-23. TAC-NT. Pr: 0.2783
P0ADC5	OTHER	0.003432	0.996568	
P0ADD4	OTHER	0.089581	0.910419	
P0ADE5	SP(Sec/SPI)	0.988052	0.011948	CS pos: 21-22. AVA-AN. Pr: 0.7772
P0ADH6	OTHER	0.001578	0.998422	
P0ADI8	OTHER	0.002641	0.997359	
P0ADJ1	OTHER	0.195078	0.804922	
P0ADJ7	OTHER	0.014000	0.986000	
P0ADN1	OTHER	0.003018	0.996982	
P0ADN4	OTHER	0.000205	0.999795	
P0ADN8	SP(Sec/SPI)	0.978909	0.021091	CS pos: 21-22. GCG-LK. Pr: 0.3186
P0ADP6	OTHER	0.040130	0.959870	
P0ADQ4	OTHER	0.000503	0.999497	
P0ADQ9	OTHER	0.000467	0.999533	
P0ADR4	OTHER	0.180867	0.819133	
P0ADS4	OTHER	0.000435	0.999565	
P0ADT7	OTHER	0.000819	0.999181	
P0ADU0	SP(Sec/SPI)	0.997573	0.002427	CS pos: 22-23. SHA-EE. Pr: 0.8694
P0ADU3	OTHER	0.003357	0.996643	
P0ADU6	SP(Sec/SPI)	0.999203	0.000797	CS pos: 20-21. VMA-AE. Pr: 0.9127
P0ADV3	SP(Sec/SPI)	0.985553	0.014447	CS pos: 27-28. AFA-VT. Pr: 0.8123
P0ADW1	SP(Sec/SPI)	0.849237	0.150763	CS pos: 25-26. NMA-EK. Pr: 0.5518
P0ADW5	OTHER	0.135136	0.864864	
P0ADW7	OTHER	0.001283	0.998717	
P0ADY5	OTHER	0.000670	0.999330	
P0ADY9	OTHER	0.000525	0.999475	
P0ADZ2	OTHER	0.000521	0.999479	
P0ADZ9	OTHER	0.001472	0.998528	
P0AE13	OTHER	0.003418	0.996582	
P0AE17	OTHER	0.171954	0.828046	
P0AE25	OTHER	0.016087	0.983913	
P0AE32	OTHER	0.001673	0.998327	
P0AE38	OTHER	0.002289	0.997711	
P0AE40	OTHER	0.000559	0.999441	
P0AE47	SP(Sec/SPI)	0.773048	0.226952	CS pos: 26-27. SLA-AS. Pr: 0.2741
P0AE50	OTHER	0.002750	0.997250	
P0AE61	OTHER	0.000939	0.999061	
P0AE65	OTHER	0.000380	0.999620	
P0AE68	OTHER	0.000183	0.999817	
P0AE73	OTHER	0.001468	0.998532	
P0AE75	OTHER	0.017881	0.982119	
P0AE80	OTHER	0.000980	0.999020	
P0AE84	OTHER	0.227361	0.772639	
P0AE89	OTHER	0.000300	0.999700	
P0AEA4	SP(Sec/SPI)	0.998811	0.001189	CS pos: 18-19. CLT-AP. Pr: 0.7508
P0AEB6	OTHER	0.000593	0.999407	
P0AEC2	OTHER	0.017696	0.982304	
P0AED2	OTHER	0.000880	0.999120	
P0AEF6	OTHER	0.001125	0.998875	
P0AEG0	OTHER	0.045295	0.954705	
P0AEG3	OTHER	0.000274	0.999726	
P0AEG5	SP(Sec/SPI)	0.999146	0.000854	CS pos: 19-20. ASA-AQ. Pr: 0.7764
P0AEG7	SP(Sec/SPI)	0.999143	0.000857	CS pos: 20-21. AQA-DD. Pr: 0.9234
P0AEH7	OTHER	0.000446	0.999554	
P0AEI0	OTHER	0.001793	0.998207	
P0AEI8	OTHER	0.031253	0.968747	
P0AEJ1	OTHER	0.274455	0.725545	
P0AEL5	OTHER	0.001816	0.998184	
P0AEL9	OTHER	0.000382	0.999618	
P0AEM2	OTHER	0.000751	0.999249	
P0AEM8	OTHER	0.001027	0.998973	
P0AEN6	OTHER	0.001031	0.998969	
P0AEQ5	SP(Sec/SPI)	0.992935	0.007065	CS pos: 22-23. SHA-AD. Pr: 0.8420
P0AEQ8	OTHER	0.005281	0.994719	
P0AER7	OTHER	0.000450	0.999550	
P0AET0	SP(Sec/SPI)	0.997135	0.002865	CS pos: 21-22. SNA-AD. Pr: 0.7405
P0AEU2	SP(Sec/SPI)	0.998532	0.001468	CS pos: 22-23. AFA-AI. Pr: 0.5525
P0AEU5	OTHER	0.000475	0.999525	
P0AEU9	SP(Sec/SPI)	0.997634	0.002366	CS pos: 20-21. AQA-AD. Pr: 0.8560
P0AEV2	OTHER	0.002433	0.997567	
P0AEW2	OTHER	0.020286	0.979714	
P0AEW5	OTHER	0.004817	0.995183	
P0AEZ0	OTHER	0.108888	0.891112	
P0AF00	OTHER	0.000734	0.999266	
P0AF02	OTHER	0.002122	0.997878	
P0AF04	OTHER	0.004429	0.995571	
P0AF17	OTHER	0.047160	0.952840	
P0AF22	OTHER	0.000716	0.999284	
P0AF27	OTHER	0.000915	0.999085	
P0AF30	OTHER	0.000499	0.999501	
P0AF53	OTHER	0.002453	0.997547	
P0AF62	OTHER	0.000203	0.999797	
P0AF65	OTHER	0.008925	0.991075	
P0AF68	OTHER	0.003236	0.996764	
P0AF81	OTHER	0.002521	0.997479	
P0AF84	OTHER	0.197129	0.802871	
P0AF91	OTHER	0.000127	0.999873	
P0AFA0	OTHER	0.018426	0.981574	
P0AFA6	OTHER	0.006600	0.993400	
P0AFA8	OTHER	0.001869	0.998131	
P0AFB0	OTHER	0.110295	0.889705	
P0AFB3	SP(Sec/SPI)	0.915869	0.084131	CS pos: 19-20. AGC-SN. Pr: 0.4241
P0AFG1	OTHER	0.000675	0.999325	
P0AFG5	OTHER	0.002369	0.997631	
P0AFG9	OTHER	0.000347	0.999653	
P0AFH4	OTHER	0.172743	0.827257	
P0AFH7	OTHER	0.001692	0.998308	
P0AFJ0	OTHER	0.000378	0.999622	
P0AFJ3	OTHER	0.001994	0.998006	
P0AFJ6	OTHER	0.000709	0.999291	
